"Respondent","price","ff2","ff3","feat2","feat3"
43,-0.9105140026,-1.602515391,0.8429428174,1.519890941,0.946993957
44,-1.390826203,0.7665650421,0.4418042521,1.12090055,1.60521582
45,-1.664200823,0.2154737497,1.27660643,0.3962289411,3.485839949
46,-1.61135804,-0.6319079135,1.818382056,2.26174363,1.416439429
47,-1.194075572,-0.4067761545,1.615628104,1.215877104,3.032651035
48,-0.823281534,-1.887591974,0.3211812865,1.822807719,1.775638881
49,-1.177317615,-0.3659275646,0.3511195485,1.389659992,1.369513197
50,-0.2114025909,-1.451264641,1.818511662,0.06271348622,1.86629365
51,-1.267081423,-1.061489758,2.427938338,-0.05583393611,3.704100448
52,-2.016408124,0.8271011481,0.5224825922,2.0024025,1.494549805
53,-1.005731214,-1.044940397,2.692013648,1.471283984,0.8425746475
54,-1.231554061,-0.4126310315,1.527566098,2.941346397,1.484910394
55,-1.261169408,-0.01866495306,0.9120449495,0.00505791851,3.03312578
56,-2.133880266,0.004182152233,0.5519872346,1.651463098,2.405712792
57,-1.379807668,0.6590318029,-0.3091425858,0.996206472,2.855132545
58,-1.218142999,0.3643535986,0.9678442854,1.69436579,1.195170288
59,-1.220204566,1.834574767,0.02393570587,0.7083090021,3.430863263
60,-0.1331311269,-0.4941049437,1.296198788,0.7081531746,2.390629844
61,-1.586780066,-0.3616592189,2.510879103,0.9388152309,2.708148468
62,-1.400986997,1.176956179,-0.03288011008,0.8428716036,2.835800321
63,-1.227254528,0.4099272717,0.03841796289,1.557021755,2.017860619
64,-1.869656726,-0.3129161686,1.132071168,0.5673796268,1.55078601
65,-1.604925529,-1.674031995,0.3757628992,1.5027571,2.031494781
66,-0.5128428683,0.461356226,0.9208185647,1.181634623,2.21042466
67,-1.377948172,0.4581686424,1.194203725,2.708110286,1.213020964
68,-0.3433010781,2.20738517,0.3193018198,0.6053986772,2.61727541
69,-1.119356649,-0.239477377,0.4113892719,1.345333501,-0.02172478108
70,-1.345589672,0.00742728093,2.010424506,2.239258636,2.827641404
71,-0.6173776258,0.7495062807,0.6637952989,0.2423799229,3.296486089
72,-1.338894383,1.166870655,1.287235001,0.6378823647,2.928867196
73,-1.481713674,-0.1937195456,1.600196055,0.9713382631,3.05975114
74,-1.562572589,-0.1631647041,1.868856716,-0.4685412557,1.308536121
75,-1.053294595,-0.3502724079,0.3165889616,2.030990527,2.546722376
76,-1.389743982,1.030880783,0.1195473231,0.1131424569,3.268721379
77,-1.516637474,0.5779223684,-0.02274701819,1.820082539,0.9736797131
78,-1.118757233,-0.8982725638,1.297272408,1.465615379,0.4258762588
79,-2.095693635,-0.4762554701,1.401061242,1.049308437,1.502231618
80,-1.993242899,0.427125247,0.2946861976,2.295779642,1.754735644
81,-0.9092872221,1.538796153,-0.856194905,1.746106148,3.178542409
82,-1.51770214,0.1841603466,1.269176789,1.539561187,1.673397363
83,-1.7496446,0.2042365837,-0.07854384433,1.183567501,1.417249685
84,-1.979777123,0.3344604654,1.393731118,0.06285474729,2.594476489
85,-2.060930248,0.5628041488,-0.05371162583,0.7488648999,1.336951772
86,-1.12843207,-0.2509095066,1.117270721,0.06799036713,3.945481317
87,-1.751845651,-0.2837306747,0.7484798659,-0.3159926528,2.310537995
88,-2.031894216,-0.1417709569,0.2038638024,0.4716491652,1.531446055
89,-0.8156723249,-0.5069097824,1.711295421,-0.8511375752,2.577199224
90,-1.783860187,0.8932637638,1.243834822,1.69425241,0.6771161682
91,-1.342979742,0.2042794229,-0.5189899051,-0.4002738897,3.120599133
92,-1.723096887,0.9863193298,-0.8602602027,1.453108677,1.245364514
93,-1.149938054,1.79224688,-0.6986654454,-0.3996418447,1.710505366
94,-1.221546228,1.277647377,0.2295660316,0.6320322877,3.090063182
95,-2.064580895,-0.6375507476,0.545278874,0.6381306611,1.203231918
96,-1.468207638,0.7387124698,0.1313046136,2.657467705,1.256865336
97,-1.861444302,-0.2367704141,1.09024051,0.6238055631,2.469731298
98,-0.4859859429,-0.6976227055,-1.173497297,1.815715595,1.297359347
99,-1.969115922,0.7898358713,-0.7545726999,1.923916016,2.184380599
100,-1.209140818,0.2396053238,1.934929814,1.106884904,1.677798683
101,-1.926939014,-0.6262425439,-0.7764901739,0.5466339587,2.493145616
102,-1.897633126,-0.09208572527,1.561488952,0.6368014885,1.238991786
103,-1.490018152,1.161806336,1.539380838,1.498610959,1.211439522
104,-0.5501186375,-1.372660147,0.8902872466,0.6580691654,2.799974582
105,-1.606251236,-0.1809780226,2.18045072,1.195637264,3.123269598
106,-1.435761525,-0.8501583691,2.323069352,0.5385380808,2.443166454
107,-1.020761281,-0.08993208997,0.07896258627,0.5364926436,1.757410752
108,-1.209915762,-1.267129498,0.271091319,1.119240098,2.184954326
109,-1.528006249,-0.08845278787,-0.651369651,0.5817713099,2.70687234
110,-1.417370034,-1.207667792,2.870810933,1.650491521,1.329566354
111,-1.122805736,-0.4409197014,0.04483928157,2.156470646,2.330182347
112,-2.072208643,-0.2852807807,1.250173098,1.370485379,1.900707402
113,-0.9745259286,-1.234645786,1.415999226,2.121579682,2.223491782
114,-1.485225317,1.037243129,0.9698821354,1.374999467,0.6462034335
115,-0.7027813585,-0.3265282849,1.557306315,1.168946619,3.180523291
116,-1.684863072,-0.8134304539,1.917540816,0.4677232194,0.1585014223
117,-1.249560584,-0.210706731,1.208060779,-0.3593815463,3.221323998
118,-0.9394510161,1.254162139,-0.9311145824,0.3320062788,0.6746302156
119,-1.063906723,0.9444394116,0.5766982646,0.5332168399,0.4507461068
120,-0.5529783912,-0.7367246922,1.727072794,1.323533799,2.111094722
121,-1.367792118,0.4531195455,1.278951636,0.4816227905,2.449360126
122,-0.8200533643,1.61815126,0.628394133,1.686944884,2.532595826
123,-1.975693559,0.01372325176,1.327738962,1.935023778,1.123041147
124,-1.22436076,-0.6207535021,0.6536881822,1.085632302,3.758668214
125,-1.166111234,0.2242465188,0.2852992336,0.002001821184,1.854077734
126,-1.587676892,-0.3352574427,1.98595962,2.327997236,0.7842692194
127,-0.9151947774,1.162517694,0.9240114759,1.975829029,0.4582765796
128,-1.34463866,-0.1098352961,1.647171264,0.25717102,2.190073107
129,-1.85211251,-0.838081391,-0.3428538657,0.7539564902,3.01810706
130,-1.153763656,1.000367764,-0.5809091917,2.987334228,1.427585426
131,-1.391224843,0.7274389513,0.8182189729,2.026911342,3.682452781
132,-0.9810995379,-0.313452218,1.128188947,0.5826999845,2.52987231
133,-1.397891228,0.7149730841,0.5668634004,1.392731909,3.172711676
134,-0.9304534428,0.6578379677,0.8216136727,0.8834423054,1.78683051
135,-0.3656050301,-0.4706959465,2.467872638,2.246638514,2.145090369
136,-1.154850425,-1.008690713,1.301797794,1.34667859,2.551948495
137,-1.352331582,-0.2543368603,-0.3563493164,1.039751204,1.786792441
138,-1.113798775,1.958665606,-0.4531585308,1.84255743,2.798654363
139,-1.898047248,-0.1203391581,0.9494491757,1.613624949,0.3873319219
140,-1.938667951,0.3645708439,0.06556634101,1.451271608,2.165799511
141,-0.8674500101,1.212543327,-0.1819438839,1.329760102,2.561244805
142,-1.662926097,0.425433711,-0.2244928805,0.1488494941,2.72066626
143,-1.55811529,1.702651546,1.4895775,0.8413103123,0.5568075588
144,-1.510149827,-0.6558939558,0.2523614912,2.227596927,2.198625481
145,-1.150002852,1.05957947,1.481263079,2.232756682,1.496857186
146,-0.8946908269,0.7937913885,-1.106030519,1.997805227,2.902701519
147,-1.584781495,-0.5906412235,1.261482274,1.576050892,-0.128345561
148,-1.213110929,0.3915488102,1.468285332,1.450460022,1.621375832
149,-1.045908412,-0.1398900914,3.229770327,1.557102706,0.8790493085
150,-1.516824937,1.168712204,-1.140721346,1.567776413,2.125794526
151,-1.897800168,-0.1596192609,-0.7176117364,1.2768885,1.15156845
152,-1.191616009,1.4717307,0.320552869,0.2360441753,3.371286691
153,-0.7420463335,-0.4758921765,1.645398198,2.552252197,1.325071843
154,-1.533043729,1.163044385,0.03753606551,2.29238629,2.076905437
155,-1.290599286,1.319896268,-0.645982418,2.825056008,0.8300132294
156,-0.7486205221,0.369335618,0.8319911313,0.5732471076,3.268885214
157,-1.772008036,1.140738729,0.8024383936,-0.234848617,1.940038687
158,-2.059368584,0.7097336918,2.13335705,1.637458058,1.881209471
159,-0.6212213098,-0.3788532008,1.380077628,-0.430412604,3.573149743
160,-1.515853846,0.03798781676,0.5104613758,2.659997343,2.568295044
161,-1.102753924,0.2338305164,0.6058544835,-0.1908949064,1.543244565
162,-1.039627587,0.6633358808,1.657558433,0.8419494353,0.5478839882
163,-1.544726095,-1.478319753,-0.624677231,-0.1268902487,2.310302769
164,-0.6923885874,0.3922691052,0.9470069452,2.183676377,1.122949976
165,-0.8322124314,-0.1482601149,1.509127383,0.9939097153,1.972131125
166,-0.5445483029,1.090111425,1.672308656,2.738726166,1.181699374
167,-2.070326033,-0.5701145074,0.7703331546,1.509860384,2.181855803
168,-1.275497424,-0.6405447038,2.154761302,0.3194575377,2.948556228
169,-2.124600281,-0.4540807949,1.312926376,2.118210734,1.679916253
170,-0.9272146524,1.550493452,-0.8095765323,1.641521581,-0.1302977286
171,-1.545922159,-0.02780228879,1.317687371,2.642772478,0.7516678055
172,-1.845444966,-0.5565080349,2.082085724,1.477205591,1.282112561
173,-1.843284564,1.199969505,-0.3017216654,1.634909779,1.446939214
174,-0.7578747243,-1.490697772,0.8064478395,0.8533507391,0.8170140677
175,-1.241630232,-1.263792171,1.292125728,2.360885936,1.142990818
176,-1.357087525,-0.7548781283,0.6658747285,3.126671995,1.218971385
177,-0.4101857774,0.8124854506,1.543085994,0.9293028479,3.560598488
178,-1.089578696,1.021537489,-0.2222073435,1.563803859,1.378187022
179,-1.715113337,0.4665916492,1.35050817,1.275686268,1.672723587
180,-0.9102673929,1.280589204,1.234619228,0.6840954465,2.489525466
181,-1.369892836,0.1554648715,2.303025805,0.2426807609,2.746218825
182,-0.7506663795,0.1097635975,0.9258874646,0.03184711791,2.002968394
183,-0.7059357212,0.985085153,-0.3020699999,0.04720930798,0.760577977
184,-1.274761212,1.189595647,1.770505286,1.230910343,1.2967955
185,-0.1315492623,-0.5331670514,1.156547814,0.1500373411,1.559757356
186,-1.257575768,0.6368892124,1.187361261,0.1862368398,2.643364261
187,-1.406597735,-0.318893166,1.755883692,0.150750365,1.930654244
188,-1.696193675,-0.9958754808,0.9544973196,2.390568206,1.7774958
189,-0.94496848,0.4214015189,1.410324797,1.647695742,2.794219838
190,-1.081544844,0.2364197571,0.7863429362,1.283414357,2.926457922
191,-0.7569792361,1.309759076,-0.2874386216,0.6418035802,2.800309736
192,-1.372370374,-0.1484595455,0.4641424283,1.71330816,0.8607737372
193,-1.365599934,0.1637501643,0.1780192052,-0.3060889747,1.817909424
194,-1.404256628,-0.6005161924,0.1763435601,0.6653881818,1.901146597
195,-0.948592706,-0.6135290863,1.268008995,1.032905965,2.300515889
196,-1.70104685,0.2589304326,0.1398502456,1.721110642,1.794468012
197,-1.327512585,0.5367333369,-1.184720568,2.539983408,1.4618395
198,-0.4667977554,1.221353115,1.131094778,2.651781809,1.93514955
199,-1.408413195,-0.03406466183,1.734204517,0.9273977065,3.2780874
200,-0.9937758456,-0.1792615491,0.981872444,1.416836291,0.5327803158
201,-0.9526537352,2.331056208,-0.07391342657,2.23677384,2.549164991
202,-2.108075688,-0.7299100744,0.9213641131,0.9162339102,1.803546139
203,-1.974954036,-0.1306349086,0.9567002273,1.040803729,1.712402907
204,-0.8116428874,-0.4560770169,1.017944637,2.672435748,2.021624205
205,-0.5678774372,-0.2563934264,1.025343756,1.151947892,1.33944585
206,-1.075865252,1.907044059,0.05214960388,1.544337517,2.692344855
207,-1.202369118,0.4973638678,0.06683089238,1.30113672,2.191403435
208,-1.00729429,0.6745071286,0.3009950794,0.940085446,-0.5193540953
209,-1.040742795,-0.1141171563,-1.528695543,1.54597352,1.415458649
210,-1.308988862,-0.5639514662,0.4548142314,1.395149323,2.691190352
211,-1.372286492,1.539805551,0.6855432543,1.555323634,0.9606825897
212,-1.165851073,1.790184878,0.8337681826,1.327045611,3.019460027
213,-0.5814777072,1.437214773,0.7304177759,0.5673315089,2.709899841
214,-1.0108477,-0.4917854233,0.08031989771,2.951492042,2.622666762
215,-1.067735837,-0.5035425339,-0.6661267424,2.762911472,1.101146923
216,-1.073972166,-0.1358084655,0.0424406303,0.4147256893,2.340963048
217,-1.403981337,0.7465336843,0.8384685688,0.1660876801,4.029198298
218,-1.559360691,1.905930858,1.077861009,0.1773349035,1.632405405
219,-1.280587448,0.2410776132,-0.9811399455,2.326552943,1.850696748
220,-1.997472771,0.8310769904,1.127803609,0.7454448379,1.119030382
221,-0.6024337933,-1.008658261,0.8513580075,1.398276602,0.6642737819
222,-1.011537417,-0.3795087671,0.1134157206,1.277362212,1.492187721
223,-0.7463735525,0.589850821,0.9246325412,1.075637986,3.279559092
224,-1.699553338,-1.644904976,1.130225937,1.738485084,2.63379724
225,-1.41618265,-0.8138677389,0.7536554435,0.3945797623,1.836125665
226,-0.8880018677,1.145394634,2.300141729,2.225783842,2.032646788
227,-1.499723929,0.5980236341,1.379331057,-0.1152719998,1.543058572
228,-1.612964383,0.5282653404,1.278026901,0.9824267633,2.278642882
229,-1.42467962,1.208000403,0.4331953883,2.353084208,1.299448141
230,-0.9886374975,-0.6681049808,1.98012449,0.7060895117,1.126839536
231,-1.257266862,0.8930904238,1.210915009,0.2565185352,2.214458811
232,-1.335923519,0.597004896,-0.07723420539,0.1941941323,2.920173398
233,-0.306862975,-0.7981722887,1.911756191,0.354396013,2.750996033
234,-1.471595652,1.676643509,0.2147688435,0.3233454668,1.412014224
235,-0.5487895721,-1.17525431,0.05993951879,1.238301559,-0.1680660746
236,-0.6546677372,0.1642483648,-0.8990829314,-0.107801216,2.901599269
237,-1.674350415,1.118957439,0.1766806222,2.072458226,1.329889415
238,-1.118810815,0.2751897507,1.140576275,2.894198336,1.452314167
239,-0.856288862,-0.9455241154,0.08260594099,1.933809275,1.951916183
240,-1.851779227,1.035886159,1.249836487,1.282120576,2.124950268
241,-1.666632105,1.681061753,-0.8667436051,0.76984603,2.089808173
242,-0.2451395624,-0.5064041109,0.07186325168,0.2081676373,1.600179573
243,-1.253054294,-1.505661668,-0.5805849697,1.195763637,2.118307197
244,-1.080323524,0.3367342418,0.8808793175,2.555309539,1.226297247
245,-1.441421949,0.499066376,1.661827132,0.6622246003,1.820750718
246,-2.009485857,0.8236142202,0.6048068835,0.4046716512,1.347945889
247,-0.2329720092,1.311213714,1.015580266,0.3397551788,1.054650576
248,-1.470623856,-1.015719574,0.4567384063,1.770683342,1.228555272
249,-1.568012827,0.1769365368,-0.2804945764,-0.509238851,1.386982702
250,-1.577766931,0.7797048797,1.872748744,1.531196988,1.536256243
251,-1.338321536,0.9287446651,0.3345736007,0.3701560084,3.065475009
252,-1.337439672,-1.442553815,0.818695088,0.7809347636,1.330140372
253,-1.819712665,-0.6056053807,0.5801285012,2.37388269,1.556382534
254,-1.601912558,1.562964768,-0.8283719108,1.818241037,0.9050334662
255,-1.700675642,-0.9106654353,0.3237404167,1.877240521,1.285189692
256,-1.156797701,-1.037488851,0.3394781188,0.9912138571,2.494601194
257,-0.6921522381,-0.3191947059,0.7966830561,1.270000943,1.805788243
258,-0.9366940882,-0.7263630338,1.930711428,1.85138592,0.5935278338
259,-1.632052661,-0.209373067,0.4322171093,0.7578012644,3.18062335
260,-1.199711881,2.699666201,-1.153990253,1.135542816,1.798316381
261,-0.6178367319,2.649660693,0.1845446736,0.2423627049,2.602362125
262,-1.425828274,-1.265980011,2.347018587,0.1585582004,0.4445099829
263,-1.421241607,-0.07726252789,0.2610668507,-0.5136158724,-0.670167637
264,-0.9246359035,0.5258649723,0.7458967796,0.1149470464,3.912392468
265,-1.514808579,2.226150269,0.5621343988,0.9324899178,1.649476772
266,-1.364134935,-0.3917815922,-0.05811128678,1.877810444,1.53591596
267,-0.8127888598,-0.0946964719,-0.45794696,-0.5918169055,2.227649938
268,-1.111111684,-0.8117952379,0.9086553368,2.720726455,1.865430102
269,-1.382605916,0.7197260453,0.1081197147,2.491199495,-0.4488082467
270,-1.228744276,-0.674764342,0.1417814637,2.019749089,1.242035201
271,-0.7804418451,0.273709926,-0.5011621313,1.335136377,1.464910741
272,-0.9856423123,0.4127220545,0.655274581,0.9690199992,2.469472038
273,-1.380927555,-0.3437013077,0.4881546697,1.011897943,3.606047581
274,-0.8387127884,-0.0115226089,0.7598039475,2.100546259,0.6054989984
275,-0.4790428932,-0.7036279321,0.2153496467,0.8524022652,3.065062712
276,-1.22697634,-0.5333796135,1.058895287,1.576359347,2.542293353
277,-0.8917723943,-0.02726035383,0.9115226877,2.564788757,0.2846752372
278,-2.015297829,-0.08973279573,1.544069556,0.2103685775,3.219760912
279,-1.786974526,0.568611756,-0.9394658648,0.9819511697,1.487915048
280,-1.32004768,0.2997492456,2.149321682,1.137532592,3.032024274
281,-1.948521078,0.9582918025,0.4312914652,1.232018646,1.267740859
282,-0.7584752998,-1.55423778,1.452944375,1.571511438,2.39895264
283,-1.348084342,-0.2823208568,1.213819103,1.607578858,2.34576073
284,-1.268980716,-0.06402431688,1.090118634,0.5342811354,1.930348998
285,-1.141949656,-1.667889637,2.395413231,0.4034670064,2.096680575
286,-1.187316492,1.005689859,-0.2082006043,3.059022254,0.9759436334
287,-0.2345185912,1.307400217,-1.045984117,0.1780458689,2.740817505
288,-0.9472847292,-0.2711958623,0.5899474889,0.7376250092,2.473195191
289,-1.772199177,-0.281149748,0.1216000695,2.085514088,0.4868747861
290,-1.551027038,0.4644450501,1.918582701,1.236646088,0.8618527631
291,-1.645461822,0.03276633337,0.4039212347,0.621596175,2.971522141
292,-1.388677072,-0.3887871907,1.408755122,0.4554568846,3.232371634
293,-0.8309939663,-0.0007624731548,1.537847397,0.4005235701,2.65943424
294,-1.284371257,-0.8833470077,2.985024659,2.292783026,1.26697226
295,-0.6362350305,1.302845558,1.463822751,1.839778384,0.9221870812
296,-1.684965727,1.982856595,0.4595442341,2.090805947,0.3814072902
297,-1.381082627,-1.004803481,0.3366255724,-0.1888333521,2.335742504
298,-2.051734215,0.01406553317,0.9563939853,2.015778974,1.456006285
299,-1.465669734,-0.06112706732,1.630915311,3.323793555,0.2674414417
300,-1.684986889,0.6800446306,0.4758354028,1.542667212,2.398105002
301,-1.228347294,-1.132006646,-0.3239750575,2.355537343,2.112205269
302,-1.52300763,0.4601465344,0.4678207861,1.139069216,1.81233973
303,-0.9234732364,-1.649375746,-0.9613548264,1.11470371,2.553840625
304,-1.667717739,1.858347669,2.565232593,1.009262311,1.650547049
305,-1.8682132,1.388156118,-0.2630170547,2.141568392,1.41644158
306,-1.438033593,-0.9904414377,1.141925504,1.102948151,2.064472477
307,-1.607749016,-1.123995466,1.812306043,2.202550406,1.54206576
308,-2.162380297,1.438642036,-0.5382956812,0.796089496,2.322392003
309,-0.9395733817,-1.62292466,1.154350043,2.015162177,1.10740153
310,-0.9098722742,0.9015165006,1.448863353,0.141554839,1.821003733
311,-1.144470646,-1.419900145,1.082612479,1.123389177,3.703357334
312,-0.5656380123,2.340328643,0.4454130735,0.1688974151,3.223258537
313,-1.702608777,0.1174929266,-0.4206271028,1.414189021,2.257333239
314,-0.6918256914,0.7232720098,-0.1854244894,2.168619678,0.4170002843
315,-1.18391904,-0.03154044904,0.4710989585,1.045873154,-0.1451524889
316,-1.726155211,0.6081843465,0.330642937,2.826458032,1.448191959
317,-0.7475293521,-0.9696360927,0.5390625677,1.448464392,2.600047385
318,-0.6547524175,0.04153735074,0.4398086002,2.222523219,0.05287504747
319,-1.652508352,-0.4048354995,-0.1640482738,1.703116582,2.352180682
320,-1.491053625,0.8710210597,-0.001404583673,0.571263974,0.8345781576
321,-1.792324357,0.9511174805,1.66807105,1.857987686,2.033498606
322,-0.9977988088,0.3913772908,0.1701446858,2.619279048,-0.132454042
323,-1.357328075,0.5236235873,-0.2994800141,1.439018224,0.8699099409
324,-0.4434274069,-0.8728273354,3.378351509,1.516811513,2.437947457
325,-1.101444951,-0.5238766043,-0.1463394661,0.9131844271,2.29912916
326,-1.405416504,0.9592931134,-0.5243261395,2.930626084,0.02890746748
327,-0.8544744309,0.3237435709,-0.09242161404,-0.1149615027,2.149492367
328,-0.9096553792,0.354768114,2.293738002,1.651341923,2.192011336
329,-1.199209402,-1.106548481,1.897114082,2.089862828,2.148396939
330,-1.989970389,-0.650678998,0.5142145358,1.632956879,0.8319478535
331,-1.012401565,-0.4788432005,2.115803334,0.7325142518,3.102455332
332,-0.794849301,-0.6750248015,1.214269717,1.949189918,2.38149655
333,-2.126186761,0.03512670808,1.047473714,1.158693007,1.485809295
334,-0.6308366788,-2.046039099,0.9656786603,-0.2853600674,-0.327885408
335,-1.224614068,1.795727823,0.6532318996,1.328442837,1.340927861
336,-0.8521989455,0.1532964593,0.9490236989,-0.118476117,2.211939484
337,-1.295325994,0.03152724799,-1.377807828,1.37606997,1.434055843
338,-1.686792117,-0.4383506584,0.9674795159,2.408226983,2.018809922
339,-1.19940171,1.217261938,0.3305712932,0.7632856975,3.508130662
340,-0.8091733847,2.219733006,-0.7916325932,2.392569856,1.380894724
341,-0.8800534679,1.776120746,0.2714826443,-0.1055671553,2.300666528
342,-0.8485405374,0.5597144227,2.451266206,2.454302079,2.043891751
343,-1.339040512,0.2213287901,-0.8107699516,0.9273539819,3.108884408
344,-0.7393215558,0.2237824489,-0.616563594,1.506938116,3.228087543
345,-0.6855354671,2.194888039,-0.4964128175,-0.1683969339,2.728441898
346,-2.1446094,0.3455463507,1.545546023,1.445096925,1.276412299
347,-0.4724466071,1.242988718,-0.9951480639,-0.03393512228,0.7045911643
348,-1.568075542,-0.08352662994,0.03818530434,2.33670946,2.270618243
349,-1.514017401,0.2920704551,1.520154819,0.5135136374,3.189745375
350,-0.6742423026,0.3784177344,-0.5601322248,1.178012627,2.185330356
351,-1.610773831,-0.8086628935,1.53478426,0.85966207,3.178815689
352,-1.118948586,-0.02115293098,0.4017369923,1.688394053,3.1900905
353,-1.601131425,0.113478772,0.05809826025,2.924433903,2.319876271
354,-1.838557247,-0.2747698206,-0.3792016829,1.328072083,2.394092554
355,-1.428587172,1.19389229,0.9662491618,0.2355599789,2.244621097
356,-0.07520940538,-0.5531839158,1.036826443,1.203419618,0.3251630356
357,-0.4373623885,-0.3386552506,0.7065898542,1.826285081,2.034793816
358,-1.679743675,0.9562307604,2.117625813,1.218960873,-0.189065684
359,-1.750431324,-0.165213288,-0.3395066647,1.953587319,2.596352766
360,-1.672230142,1.521613898,-1.197221386,0.639300051,2.19388783
361,-2.24624462,-0.1240049812,0.2621729794,-0.2886609601,0.9354721075
362,-0.9907840954,0.9117268638,0.6434271011,-0.6417084001,1.196400119
363,-1.628386765,-0.3044912537,1.476296188,0.3516016714,3.880336526
364,-0.9847718827,-0.4261840824,1.170432073,2.223233086,2.226941979
365,-0.7550552633,-0.6246180624,0.5044156391,0.690219606,2.556950492
366,-1.891952059,0.7604118752,-1.0601165,1.323399999,1.631704959
367,-2.176189435,0.263083573,-0.6373174344,0.4823295616,1.44601587
368,-1.596244974,-1.682953018,-0.4697394792,2.140023914,0.523989397
369,-0.7610481844,0.8183913748,0.9307836538,1.518751962,1.815419606
370,-0.5600379957,1.129511309,0.5711794145,0.1493468179,1.581225397
371,-0.6567180018,0.03211962759,2.057045448,3.072851174,0.9129748193
372,-1.75726671,0.7808035514,-0.01105879778,0.3396940364,2.85992478
373,-0.4602821414,-0.08160779649,1.566242942,0.4555442931,1.487393533
374,-1.324212351,-0.7085641345,0.5590764566,2.33332504,1.101459656
375,-0.5690590907,-1.198803052,0.4290913082,0.795190581,2.208550864
376,-1.477092443,1.267361865,0.9985253622,2.178129128,1.409304612
377,-1.84935696,2.117363123,-0.2877928894,2.242993165,1.063527529
378,-0.9863361334,0.8176142333,-0.842150962,1.738499008,2.170943441
379,-0.879451681,-0.6574690268,0.1438397103,0.1867773643,2.343576794
380,-0.6663421287,0.9827768364,1.278392058,1.62164464,2.612955528
381,-1.330516431,0.6476950947,-0.253659576,1.654434084,2.59136398
382,-1.2731087,1.669393517,-0.091283362,1.197843216,2.133804076
383,-0.8282298912,-0.7457793516,1.554172333,1.999898179,1.16424703
384,-1.128469659,-0.09958045003,2.531570089,1.744114605,2.372975681
385,-1.286991213,-0.6791920215,-1.10148838,0.3767107762,2.737876694
386,-1.260641613,-0.269781125,1.498215665,1.050866124,3.313731456
387,-1.806308334,1.730159821,1.136922614,1.903744474,1.107132935
388,-1.322046,-0.9105419279,1.632442615,2.386124586,1.537402716
389,-0.9888879357,0.4489600684,0.2711783525,3.291399953,0.1335191279
390,-1.76328996,0.3762954632,-0.6572548129,0.2705972,1.331991396
