"iteration","threshold1","threshold2"
125,1.215616738,4.322957542
126,1.203684861,4.306746261
127,1.208812208,4.332461605
128,1.162554002,4.306010983
129,1.162554002,4.306010983
130,1.162554002,4.306010983
131,1.185213703,4.326392766
132,1.185302242,4.303375157
133,1.185302242,4.303375157
134,1.184497151,4.272248255
135,1.187148284,4.270209151
136,1.187148284,4.270209151
137,1.187148284,4.270209151
138,1.171852989,4.250121539
139,1.171852989,4.250121539
140,1.19294438,4.231277616
141,1.19294438,4.231277616
142,1.131255822,4.231925912
143,1.131255822,4.231925912
144,1.122255664,4.226456201
145,1.149985417,4.249688568
146,1.154877523,4.26787747
147,1.139178113,4.2820176
148,1.139178113,4.2820176
149,1.139178113,4.2820176
150,1.100432563,4.252995067
151,1.132190326,4.291173539
152,1.132190326,4.291173539
153,1.155732028,4.301530469
154,1.155732028,4.301530469
155,1.157099391,4.308480556
156,1.181325931,4.289805083
157,1.168004813,4.251785217
158,1.177591494,4.288070487
159,1.217330616,4.310326149
160,1.201898116,4.294554211
161,1.199484392,4.292962107
162,1.172208529,4.301763838
163,1.192642466,4.291684133
164,1.177181297,4.292423201
165,1.177181297,4.292423201
166,1.172015052,4.290439205
167,1.172015052,4.290439205
168,1.175681409,4.320463644
169,1.131502738,4.305869833
170,1.131502738,4.305869833
171,1.131502738,4.305869833
172,1.119361899,4.321397376
173,1.119361899,4.321397376
174,1.119361899,4.321397376
175,1.136378881,4.315063424
176,1.14279416,4.312829379
177,1.151398181,4.281113862
178,1.151398181,4.281113862
179,1.11981326,4.289054439
180,1.123503354,4.289024314
181,1.123503354,4.289024314
182,1.123503354,4.289024314
183,1.123503354,4.289024314
184,1.123503354,4.289024314
185,1.123503354,4.289024314
186,1.128991563,4.300948574
187,1.136964011,4.317758581
188,1.136964011,4.317758581
189,1.145635602,4.359769388
190,1.145635602,4.359769388
191,1.145635602,4.359769388
192,1.126972853,4.299772775
193,1.174589553,4.269803951
194,1.174589553,4.269803951
195,1.173970976,4.287508771
196,1.172078081,4.270224064
197,1.149503917,4.277098874
198,1.147510731,4.292246021
199,1.151322749,4.29401603
200,1.151322749,4.29401603
201,1.151322749,4.29401603
202,1.15466712,4.310247474
203,1.154898743,4.31750201
204,1.154898743,4.31750201
205,1.157075988,4.289414203
206,1.161731758,4.269943653
207,1.168360329,4.271986745
208,1.168360329,4.271986745
209,1.171870783,4.234170764
210,1.181912424,4.246548815
211,1.143196892,4.274970311
212,1.128057178,4.290549457
213,1.128057178,4.290549457
214,1.128057178,4.290549457
215,1.147023437,4.296935664
216,1.152339116,4.293986867
217,1.167933314,4.275718631
218,1.184063686,4.266373228
219,1.184063686,4.266373228
220,1.203196127,4.300677787
221,1.203196127,4.300677787
222,1.203196127,4.300677787
223,1.203196127,4.300677787
224,1.150768958,4.334604164
225,1.197539584,4.332377313
226,1.197539584,4.332377313
227,1.197539584,4.332377313
228,1.179275429,4.317790991
229,1.179275429,4.317790991
230,1.179275429,4.317790991
231,1.135669632,4.32387494
232,1.135669632,4.32387494
233,1.159888207,4.327887788
234,1.143534642,4.343068596
235,1.143534642,4.343068596
236,1.180736184,4.356132592
237,1.180736184,4.356132592
238,1.190000855,4.342351915
239,1.17426891,4.34943368
240,1.17426891,4.34943368
241,1.17426891,4.34943368
242,1.158913246,4.364579746
243,1.158913246,4.364579746
244,1.158913246,4.364579746
245,1.197026291,4.337759325
246,1.197026291,4.337759325
247,1.197026291,4.337759325
248,1.188138095,4.338904621
249,1.188138095,4.338904621
250,1.168938464,4.368694896
251,1.168938464,4.368694896
252,1.140464683,4.356462059
253,1.162385457,4.363729302
254,1.151462952,4.361880573
255,1.151462952,4.361880573
256,1.145455095,4.340368325
257,1.145455095,4.340368325
258,1.137552111,4.331791621
259,1.120940775,4.313095814
260,1.120940775,4.313095814
261,1.113331692,4.303878446
262,1.09438467,4.334122384
263,1.088794269,4.343604775
264,1.098970872,4.352073233
265,1.098970872,4.352073233
266,1.098970872,4.352073233
267,1.098970872,4.352073233
268,1.098970872,4.352073233
269,1.098970872,4.352073233
270,1.098970872,4.352073233
271,1.109355565,4.3835764
272,1.109355565,4.3835764
273,1.109355565,4.3835764
274,1.129975814,4.360660012
275,1.129975814,4.360660012
276,1.129975814,4.360660012
277,1.135285385,4.354001053
278,1.135285385,4.354001053
279,1.131020162,4.376158907
280,1.131020162,4.376158907
281,1.169207244,4.378360839
282,1.177264893,4.36400415
283,1.177264893,4.36400415
284,1.183769542,4.340637316
285,1.192016026,4.34353837
286,1.192016026,4.34353837
287,1.192016026,4.34353837
288,1.213513271,4.349277227
289,1.183582595,4.362850217
290,1.183582595,4.362850217
291,1.183582595,4.362850217
292,1.190052211,4.379701444
293,1.190052211,4.379701444
294,1.223393686,4.338292264
295,1.25445642,4.317923698
296,1.246603747,4.330462392
297,1.247132161,4.346789535
298,1.213873407,4.362570793
299,1.22732184,4.349481577
300,1.22732184,4.349481577
301,1.22732184,4.349481577
302,1.188321094,4.377154009
303,1.167183846,4.360499177
304,1.194641925,4.317231907
305,1.201270978,4.310562043
306,1.201270978,4.310562043
307,1.201270978,4.310562043
308,1.201270978,4.310562043
309,1.261465541,4.292503921
310,1.225876496,4.314111293
311,1.192609648,4.306453719
312,1.219418328,4.344041854
313,1.219418328,4.344041854
314,1.219418328,4.344041854
315,1.219418328,4.344041854
316,1.219418328,4.344041854
317,1.204177097,4.344290149
318,1.204177097,4.344290149
319,1.207536226,4.32372196
320,1.207536226,4.32372196
321,1.207536226,4.32372196
322,1.207536226,4.32372196
323,1.207536226,4.32372196
324,1.175372808,4.330492396
325,1.225601228,4.298590163
326,1.225601228,4.298590163
327,1.227513484,4.304503884
328,1.222668492,4.312837881
329,1.222668492,4.312837881
330,1.222668492,4.312837881
331,1.224337038,4.316826656
332,1.179325757,4.30217564
333,1.179325757,4.30217564
334,1.136160241,4.319817424
335,1.195011024,4.321493915
336,1.167618984,4.290475626
337,1.167618984,4.290475626
338,1.167618984,4.290475626
339,1.176865476,4.269236832
340,1.176865476,4.269236832
341,1.16368905,4.248737148
342,1.149509627,4.303688495
343,1.142180514,4.287198605
344,1.142180514,4.287198605
345,1.142180514,4.287198605
346,1.152558826,4.280486549
347,1.152558826,4.280486549
348,1.152558826,4.280486549
349,1.152558826,4.280486549
350,1.152558826,4.280486549
351,1.152558826,4.280486549
352,1.153216152,4.300352377
353,1.140960216,4.2830051
354,1.138477585,4.31131071
355,1.138477585,4.31131071
356,1.175266159,4.34103803
357,1.175266159,4.34103803
358,1.184401609,4.336430123
359,1.184401609,4.336430123
360,1.184401609,4.336430123
361,1.20298618,4.325847237
362,1.19075689,4.362973942
363,1.19075689,4.362973942
364,1.213711946,4.317711453
365,1.213711946,4.317711453
366,1.213711946,4.317711453
367,1.213711946,4.317711453
368,1.172244924,4.317605106
369,1.199471216,4.313318633
370,1.181185128,4.306112715
371,1.196565937,4.313227026
372,1.176504087,4.334649132
373,1.176504087,4.334649132
374,1.174270435,4.278896277
375,1.174270435,4.278896277
376,1.182508795,4.326740065
377,1.182508795,4.326740065
378,1.182508795,4.326740065
379,1.215016205,4.319288605
380,1.185555862,4.360840943
381,1.21206738,4.338252486
382,1.217621788,4.360146981
383,1.207518519,4.341048655
384,1.207518519,4.341048655
385,1.167642147,4.348855701
386,1.171143541,4.3294484
387,1.161132452,4.345969657
388,1.161132452,4.345969657
389,1.161132452,4.345969657
390,1.161132452,4.345969657
391,1.179377924,4.360836984
392,1.129990412,4.376149603
393,1.128929938,4.298655072
394,1.128929938,4.298655072
395,1.128929938,4.298655072
396,1.128929938,4.298655072
397,1.160232676,4.310738347
398,1.160232676,4.310738347
399,1.160232676,4.310738347
400,1.169669268,4.298469905
401,1.189472085,4.321682722
402,1.211367711,4.327963799
403,1.176326663,4.320862871
404,1.176326663,4.320862871
405,1.181988992,4.334285284
406,1.181988992,4.334285284
407,1.192764436,4.324447533
408,1.192764436,4.324447533
409,1.192764436,4.324447533
410,1.17187155,4.293272664
411,1.157109327,4.303671973
412,1.157109327,4.303671973
413,1.157109327,4.303671973
414,1.157109327,4.303671973
415,1.157109327,4.303671973
416,1.149680607,4.325238579
417,1.149680607,4.325238579
418,1.149680607,4.325238579
419,1.170718394,4.316949866
420,1.160031307,4.326981069
421,1.160031307,4.326981069
422,1.183948859,4.355287885
423,1.214096242,4.381111857
424,1.214096242,4.381111857
425,1.214096242,4.381111857
426,1.214096242,4.381111857
427,1.208760143,4.373822219
428,1.208760143,4.373822219
429,1.208760143,4.373822219
430,1.209396695,4.371226516
431,1.209396695,4.371226516
432,1.209396695,4.371226516
433,1.209396695,4.371226516
434,1.209396695,4.371226516
435,1.214566239,4.383841434
436,1.224566329,4.348153216
437,1.224566329,4.348153216
438,1.217236603,4.402786576
439,1.217236603,4.402786576
440,1.206042118,4.403605602
441,1.206042118,4.403605602
442,1.182598999,4.402934175
443,1.177433663,4.413401537
444,1.207216796,4.425945775
445,1.223129594,4.432508385
446,1.223129594,4.432508385
447,1.243953822,4.426614655
448,1.243953822,4.426614655
449,1.257733028,4.459131146
450,1.24164679,4.426165119
451,1.215612077,4.466844627
452,1.215612077,4.466844627
453,1.208681887,4.447902305
454,1.208681887,4.447902305
455,1.208681887,4.447902305
456,1.196912159,4.490966096
457,1.206840732,4.456751234
458,1.206840732,4.456751234
459,1.206840732,4.456751234
460,1.190342238,4.468995756
461,1.190342238,4.468995756
462,1.190342238,4.468995756
463,1.190342238,4.468995756
464,1.197275265,4.467409104
465,1.197275265,4.467409104
466,1.242391437,4.449284216
467,1.23807782,4.456569538
468,1.213033323,4.450891776
469,1.213033323,4.450891776
470,1.213033323,4.450891776
471,1.213033323,4.450891776
472,1.213033323,4.450891776
473,1.213033323,4.450891776
474,1.225820316,4.437657872
475,1.239390955,4.428403503
476,1.220321646,4.409779393
477,1.208829982,4.412796107
478,1.2029024,4.442074547
479,1.21751582,4.399191787
480,1.21239626,4.390906264
481,1.21239626,4.390906264
482,1.228998805,4.381188617
483,1.207226538,4.36775584
484,1.216631147,4.405824936
485,1.216631147,4.405824936
486,1.221941922,4.42666614
487,1.221941922,4.42666614
488,1.221941922,4.42666614
489,1.221941922,4.42666614
490,1.221941922,4.42666614
491,1.173893044,4.447671219
492,1.173893044,4.447671219
493,1.189464922,4.455365293
494,1.156685794,4.445180109
495,1.156685794,4.445180109
496,1.156685794,4.445180109
497,1.146203609,4.4257657
498,1.109839729,4.433051023
499,1.11436122,4.426461177
500,1.083582127,4.428819761
501,1.127283423,4.459732108
502,1.127283423,4.459732108
503,1.15417567,4.420152032
504,1.15417567,4.420152032
505,1.15417567,4.420152032
506,1.161360878,4.416645069
507,1.1420813,4.409031256
508,1.162645326,4.381460878
509,1.157256975,4.379618638
510,1.209874195,4.389954558
511,1.181220723,4.386303631
512,1.181220723,4.386303631
513,1.181220723,4.386303631
514,1.181220723,4.386303631
515,1.181220723,4.386303631
516,1.213886824,4.397434816
517,1.189049468,4.377169774
518,1.184440725,4.379218685
519,1.184440725,4.379218685
520,1.184440725,4.379218685
521,1.166066199,4.376223446
522,1.148573192,4.376912845
523,1.148573192,4.376912845
524,1.171951154,4.353043202
525,1.171951154,4.353043202
526,1.146497575,4.378856251
527,1.146497575,4.378856251
528,1.146497575,4.378856251
529,1.146497575,4.378856251
530,1.162782923,4.365694293
531,1.117140379,4.348381773
532,1.117140379,4.348381773
533,1.117140379,4.348381773
534,1.107147465,4.357125214
535,1.107147465,4.357125214
536,1.107147465,4.357125214
537,1.094260671,4.3755889
538,1.105617796,4.358187492
539,1.105617796,4.358187492
540,1.124585079,4.34212939
541,1.124585079,4.34212939
542,1.097062743,4.320159871
543,1.097062743,4.320159871
544,1.097062743,4.320159871
545,1.132759851,4.339138499
546,1.132759851,4.339138499
547,1.132759851,4.339138499
548,1.132759851,4.339138499
549,1.132759851,4.339138499
550,1.132759851,4.339138499
551,1.132759851,4.339138499
552,1.103967345,4.312590123
553,1.103967345,4.312590123
554,1.113027291,4.318743572
555,1.116609339,4.327428046
556,1.116609339,4.327428046
557,1.136637213,4.310275704
558,1.136637213,4.310275704
559,1.136637213,4.310275704
560,1.136637213,4.310275704
561,1.111700129,4.343000324
562,1.111700129,4.343000324
563,1.105219129,4.332279349
564,1.138267113,4.324500394
565,1.138267113,4.324500394
566,1.138267113,4.324500394
567,1.139971322,4.336967323
568,1.15355979,4.338069958
569,1.15355979,4.338069958
570,1.15355979,4.338069958
571,1.15355979,4.338069958
572,1.170877078,4.327365681
573,1.131323163,4.313640613
574,1.181705467,4.318313654
575,1.198096799,4.345710455
576,1.198096799,4.345710455
577,1.166955278,4.340940164
578,1.166955278,4.340940164
579,1.166955278,4.340940164
580,1.166955278,4.340940164
581,1.166955278,4.340940164
582,1.166955278,4.340940164
583,1.166955278,4.340940164
584,1.166955278,4.340940164
585,1.156935052,4.356095307
586,1.14460492,4.334736473
587,1.126247756,4.34470429
588,1.126247756,4.34470429
589,1.126247756,4.34470429
590,1.102343771,4.338546754
591,1.102343771,4.338546754
592,1.102343771,4.338546754
593,1.102343771,4.338546754
594,1.117115515,4.340850873
595,1.143673322,4.338355905
596,1.143673322,4.338355905
597,1.143673322,4.338355905
598,1.143673322,4.338355905
599,1.143673322,4.338355905
600,1.143673322,4.338355905
601,1.175584477,4.357344273
602,1.135937906,4.371285251
603,1.135937906,4.371285251
604,1.135937906,4.371285251
605,1.135937906,4.371285251
606,1.135937906,4.371285251
607,1.135937906,4.371285251
608,1.135937906,4.371285251
609,1.135937906,4.371285251
610,1.194790836,4.372981559
611,1.194235511,4.359230881
612,1.194235511,4.359230881
613,1.176403343,4.375327601
614,1.176403343,4.375327601
615,1.176403343,4.375327601
616,1.182574127,4.384289971
617,1.176444826,4.374600225
618,1.176444826,4.374600225
619,1.231685472,4.40884332
620,1.234580717,4.411687358
621,1.234580717,4.411687358
622,1.234580717,4.411687358
623,1.234580717,4.411687358
624,1.234580717,4.411687358
625,1.249772557,4.380712421
626,1.255426925,4.357943944
627,1.246371289,4.346928803
628,1.246371289,4.346928803
629,1.246371289,4.346928803
630,1.228836875,4.335304579
631,1.228836875,4.335304579
632,1.228836875,4.335304579
633,1.228836875,4.335304579
634,1.233540068,4.345404056
635,1.244906202,4.301818068
636,1.244906202,4.301818068
637,1.244906202,4.301818068
638,1.244906202,4.301818068
639,1.244906202,4.301818068
640,1.244906202,4.301818068
641,1.20179025,4.28898409
642,1.206144142,4.281595658
643,1.206144142,4.281595658
644,1.206144142,4.281595658
645,1.206144142,4.281595658
646,1.173413379,4.245662149
647,1.173413379,4.245662149
648,1.180006997,4.266952548
649,1.198478244,4.259853514
650,1.198478244,4.259853514
651,1.177736326,4.271299388
652,1.184920499,4.305039399
653,1.165525868,4.313182449
654,1.189047222,4.293851495
655,1.189047222,4.293851495
656,1.154938007,4.304387924
657,1.155177674,4.327046011
658,1.148785427,4.335983008
659,1.148785427,4.335983008
660,1.177478381,4.346660794
661,1.177478381,4.346660794
662,1.177478381,4.346660794
663,1.177478381,4.346660794
664,1.160430699,4.341331091
665,1.175406214,4.333407612
666,1.203261952,4.30971867
667,1.196532775,4.337120926
668,1.15614009,4.310484512
669,1.117944547,4.302561192
670,1.14250212,4.277231073
671,1.172934264,4.27643744
672,1.176913179,4.265898159
673,1.176913179,4.265898159
674,1.176913179,4.265898159
675,1.176913179,4.265898159
676,1.176047661,4.248394157
677,1.176047661,4.248394157
678,1.176047661,4.248394157
679,1.166211932,4.269333793
680,1.187299245,4.284142005
681,1.207722523,4.325717343
682,1.207722523,4.325717343
683,1.207722523,4.325717343
684,1.197920373,4.310935871
685,1.197920373,4.310935871
686,1.197920373,4.310935871
687,1.197920373,4.310935871
688,1.218906463,4.31472557
689,1.218906463,4.31472557
690,1.218906463,4.31472557
691,1.203238125,4.305132405
692,1.179229476,4.305860669
693,1.179229476,4.305860669
694,1.182815834,4.299415561
695,1.182815834,4.299415561
696,1.182815834,4.299415561
697,1.182815834,4.299415561
698,1.182815834,4.299415561
699,1.182815834,4.299415561
700,1.182815834,4.299415561
701,1.196021833,4.311496893
702,1.221597346,4.294530671
703,1.221597346,4.294530671
704,1.172123999,4.290944083
705,1.151597533,4.248389333
706,1.151597533,4.248389333
707,1.151597533,4.248389333
708,1.151597533,4.248389333
709,1.151597533,4.248389333
710,1.151597533,4.248389333
711,1.153378138,4.277192437
712,1.153378138,4.277192437
713,1.156825348,4.265070335
714,1.156825348,4.265070335
715,1.156825348,4.265070335
716,1.156825348,4.265070335
717,1.156825348,4.265070335
718,1.168143217,4.253282197
719,1.168073412,4.227302467
720,1.168073412,4.227302467
721,1.190344981,4.220791457
722,1.190344981,4.220791457
723,1.190344981,4.220791457
724,1.190344981,4.220791457
725,1.190344981,4.220791457
726,1.190344981,4.220791457
727,1.190344981,4.220791457
728,1.210375367,4.246829671
729,1.210375367,4.246829671
730,1.185183619,4.252723176
731,1.2069199,4.281436793
732,1.161973037,4.262900004
733,1.161973037,4.262900004
734,1.168162605,4.229053272
735,1.168162605,4.229053272
736,1.168162605,4.229053272
737,1.168162605,4.229053272
738,1.158711289,4.238668451
739,1.188418114,4.252178819
740,1.188418114,4.252178819
741,1.189528363,4.25788498
742,1.189528363,4.25788498
743,1.233096797,4.245751569
744,1.233096797,4.245751569
745,1.196509479,4.237038577
746,1.197092364,4.237188353
747,1.197092364,4.237188353
748,1.197092364,4.237188353
749,1.210717836,4.219150683
750,1.210717836,4.219150683
751,1.210717836,4.219150683
752,1.210717836,4.219150683
753,1.238294608,4.221938949
754,1.194872539,4.223024002
755,1.22338648,4.231672015
756,1.22239477,4.240517351
757,1.2456137,4.21150695
758,1.247496113,4.219521476
759,1.210080312,4.195784095
760,1.189242589,4.179669079
761,1.189242589,4.179669079
762,1.189242589,4.179669079
763,1.170320856,4.188310948
764,1.134160021,4.207255967
765,1.134160021,4.207255967
766,1.132023517,4.186175183
767,1.135426572,4.187951448
768,1.120993477,4.188578205
769,1.121262619,4.199057265
770,1.109325956,4.221955087
771,1.086842342,4.214588558
772,1.086842342,4.214588558
773,1.109718554,4.234397238
774,1.109718554,4.234397238
775,1.123141674,4.225364628
776,1.139593346,4.231392357
777,1.139593346,4.231392357
778,1.119089349,4.231504688
779,1.119089349,4.231504688
780,1.111767053,4.245964955
781,1.111767053,4.245964955
782,1.1219158,4.22695439
783,1.1219158,4.22695439
784,1.1219158,4.22695439
785,1.111509624,4.234970844
786,1.111509624,4.234970844
787,1.131009206,4.215201132
788,1.131009206,4.215201132
789,1.156769444,4.179502538
790,1.169773493,4.195313192
791,1.169773493,4.195313192
792,1.169773493,4.195313192
793,1.169773493,4.195313192
794,1.169773493,4.195313192
795,1.169773493,4.195313192
796,1.169773493,4.195313192
797,1.160292436,4.216165717
798,1.160292436,4.216165717
799,1.14814839,4.224895461
800,1.14814839,4.224895461
801,1.166979497,4.218068326
802,1.166979497,4.218068326
803,1.179830956,4.25709019
804,1.184281286,4.261713522
805,1.187461585,4.296706223
806,1.187461585,4.296706223
807,1.187461585,4.296706223
808,1.187461585,4.296706223
809,1.187461585,4.296706223
810,1.192632375,4.323095153
811,1.192632375,4.323095153
812,1.192632375,4.323095153
813,1.167105167,4.258937121
814,1.167105167,4.258937121
815,1.167105167,4.258937121
816,1.194621087,4.25728779
817,1.161739271,4.26188912
818,1.161739271,4.26188912
819,1.153079554,4.305327354
820,1.153079554,4.305327354
821,1.153079554,4.305327354
822,1.166132565,4.271614291
823,1.166132565,4.271614291
824,1.166132565,4.271614291
825,1.198125783,4.242318871
826,1.195577455,4.245155655
827,1.195577455,4.245155655
828,1.142834849,4.265336183
829,1.142834849,4.265336183
830,1.126828019,4.27274547
831,1.126828019,4.27274547
832,1.133416999,4.259642685
833,1.163359325,4.225116022
834,1.161136558,4.230723094
835,1.161136558,4.230723094
836,1.161136558,4.230723094
837,1.161136558,4.230723094
838,1.147329485,4.255214373
839,1.147329485,4.255214373
840,1.147329485,4.255214373
841,1.147329485,4.255214373
842,1.147329485,4.255214373
843,1.147329485,4.255214373
844,1.177335574,4.248384743
845,1.149118493,4.238888525
846,1.149118493,4.238888525
847,1.111940818,4.229741697
848,1.111940818,4.229741697
849,1.111940818,4.229741697
850,1.111940818,4.229741697
851,1.111940818,4.229741697
852,1.103391619,4.194832149
853,1.103391619,4.194832149
854,1.103319811,4.178789331
855,1.103319811,4.178789331
856,1.105374823,4.2050717
857,1.105374823,4.2050717
858,1.094700911,4.215540429
859,1.094700911,4.215540429
860,1.076447035,4.201399098
861,1.068167884,4.176076796
862,1.116305422,4.185237449
863,1.1060452,4.205423492
864,1.1060452,4.205423492
865,1.1060452,4.205423492
866,1.125176188,4.228067725
867,1.149103009,4.229512858
868,1.149103009,4.229512858
869,1.149103009,4.229512858
870,1.149103009,4.229512858
871,1.149103009,4.229512858
872,1.149103009,4.229512858
873,1.149103009,4.229512858
874,1.152698398,4.249467592
875,1.142658223,4.232869722
876,1.166057991,4.253932124
877,1.159947964,4.255205149
878,1.159947964,4.255205149
879,1.159947964,4.255205149
880,1.159947964,4.255205149
881,1.159947964,4.255205149
882,1.164420941,4.300542869
883,1.170982083,4.316080906
884,1.175113207,4.292665876
885,1.196523345,4.282688056
886,1.190017797,4.269397662
887,1.190017797,4.269397662
888,1.190017797,4.269397662
889,1.21040282,4.279080963
890,1.22368538,4.257832823
891,1.22368538,4.257832823
892,1.195037945,4.315818996
893,1.211233039,4.300353682
894,1.20142565,4.297777436
895,1.194935821,4.305793157
896,1.194935821,4.305793157
897,1.194935821,4.305793157
898,1.202466227,4.320761679
899,1.202466227,4.320761679
900,1.202466227,4.320761679
901,1.202466227,4.320761679
902,1.202466227,4.320761679
903,1.202466227,4.320761679
904,1.238781725,4.33598325
905,1.238781725,4.33598325
906,1.242415287,4.359230747
907,1.225130563,4.36424677
908,1.225130563,4.36424677
909,1.20058662,4.34175792
910,1.20058662,4.34175792
911,1.20058662,4.34175792
912,1.206713592,4.362213599
913,1.206713592,4.362213599
914,1.20805673,4.339423326
915,1.20805673,4.339423326
916,1.189797808,4.326391613
917,1.199015236,4.379225456
918,1.194976323,4.37305752
919,1.194976323,4.37305752
920,1.200026983,4.391397918
921,1.200026983,4.391397918
922,1.200026983,4.391397918
923,1.200026983,4.391397918
924,1.200026983,4.391397918
925,1.219740671,4.375684158
926,1.243458002,4.350270142
927,1.237784517,4.385442078
928,1.237784517,4.385442078
929,1.227433828,4.385144181
930,1.193923654,4.349056112
931,1.193923654,4.349056112
932,1.201850758,4.359384034
933,1.201850758,4.359384034
934,1.210076097,4.36177416
935,1.210076097,4.36177416
936,1.210076097,4.36177416
937,1.19755724,4.346047587
938,1.18116619,4.374578205
939,1.18116619,4.374578205
940,1.186512079,4.389026281
941,1.191964414,4.393104192
942,1.199328141,4.377901811
943,1.199328141,4.377901811
944,1.2154559,4.372139449
945,1.2154559,4.372139449
946,1.2154559,4.372139449
947,1.231474818,4.374285779
948,1.231474818,4.374285779
949,1.232635532,4.402415344
950,1.232635532,4.402415344
951,1.232635532,4.402415344
952,1.232635532,4.402415344
953,1.232635532,4.402415344
954,1.227478713,4.392467303
955,1.227478713,4.392467303
956,1.227478713,4.392467303
957,1.220971707,4.430667758
958,1.223462201,4.417838578
959,1.244658238,4.41847189
960,1.244658238,4.41847189
961,1.298762384,4.411160067
962,1.298762384,4.411160067
963,1.298762384,4.411160067
964,1.298762384,4.411160067
965,1.271379628,4.435531839
966,1.271379628,4.435531839
967,1.271379628,4.435531839
968,1.259754061,4.42509002
969,1.236053448,4.423299061
970,1.236053448,4.423299061
971,1.216052678,4.419075177
972,1.211900269,4.389527191
973,1.206533307,4.384831116
974,1.206533307,4.384831116
975,1.206681313,4.370716715
976,1.190125716,4.336768668
977,1.190125716,4.336768668
978,1.203300515,4.358930975
979,1.236171458,4.384823401
980,1.22708564,4.398409692
981,1.22708564,4.398409692
982,1.191882535,4.378981725
983,1.235133524,4.353752112
984,1.235133524,4.353752112
985,1.235133524,4.353752112
986,1.22686367,4.392969835
987,1.210348619,4.405443387
988,1.210348619,4.405443387
989,1.210348619,4.405443387
990,1.201134256,4.411663216
991,1.20174461,4.395717011
992,1.263384851,4.369071641
993,1.263384851,4.369071641
994,1.263384851,4.369071641
995,1.285013052,4.378001955
996,1.285013052,4.378001955
997,1.285013052,4.378001955
