"Respondent","RLH","Bx","By","EC"
101,0.6840318777,-0.9416416053,-0.3906149635,-2.596449863
102,0.8822461518,1.178385361,-1.057139982,-1.503650271
103,0.7215579303,0.9084809988,-1.310674685,1.390095802
104,0.7341200559,1.645717595,-0.0627979948,0.3421792548
105,0.8154741414,1.259265989,0.2383480295,1.160296126
106,0.8794271188,0.1545661459,-1.135711594,-3.020933747
107,0.8588821704,0.4459709187,-1.515718979,1.129544257
108,0.713930765,-0.3789995667,1.055489219,-0.5470841687
109,0.8170793304,1.101707358,-1.040582796,-2.565319077
110,0.4747889589,-0.7417534075,-0.4535543343,-1.521047425
111,0.4789506964,0.8109879553,-0.9618635776,2.041936277
112,0.8481954554,-0.4072609523,-0.3806653239,-3.93866474
113,0.7558108245,-0.1290123991,1.076835351,-1.213636638
114,0.6830746283,0.3780510982,-0.8365358607,3.339213088
115,0.6805336237,-0.02471452433,0.9214243348,-2.170118385
116,0.6750921907,0.7931045862,-1.207636368,1.245953557
117,0.3253607333,-0.02039583352,0.4613964516,0.8737976521
118,0.8808762963,1.086248657,-1.271070798,-0.5693469356
119,0.771221121,-0.2024039696,-1.407214816,1.280349318
120,0.6435592941,0.8571355812,-0.7084726061,-3.163211639
121,0.2643690719,0.1050603055,0.2743784492,0.5985895721
122,0.8110998609,1.118547547,-0.473119268,3.346425375
123,0.9354747367,0.6941162815,-1.358385749,-0.3406539284
124,0.650676223,1.079416723,-0.4575971655,-3.37945863
125,0.9226025078,1.247642482,-1.050474787,0.1676150571
126,0.7931770532,1.342382097,0.02941019705,3.25735719
127,0.8899958415,1.115701865,-1.298218573,-0.27615371
128,0.8966920787,0.1488879802,-1.516734974,-0.3426226069
129,0.7077098214,-0.7306755479,-0.6189827413,-3.188644511
130,0.5315558072,0.5576365429,-1.122277152,-1.810501216
131,0.6382486616,1.620837034,-0.6860724181,0.4226549179
132,0.6569565124,0.0600924844,-0.6435154576,-3.833003079
133,0.8309137543,0.2099963834,-1.563261311,-0.7805195058
134,0.708477727,1.105613799,-1.078023354,-0.6520669734
135,0.745752919,-0.6512462613,-1.225272935,-0.9941327826
136,0.7443160696,-0.8396038216,-1.019958034,-0.3281839017
137,0.8105739734,0.5633476773,-1.658748549,0.7112979753
138,0.7320662534,1.231120565,-0.9650774328,1.40074119
139,0.6986054343,0.03509560042,0.9639113666,-2.515287286
140,0.794214218,0.8103788186,-1.017037373,3.216150226
141,0.8301789169,0.2502594528,-1.48193942,-1.447523415
142,0.9124780944,0.6804842894,-1.327493496,-0.8318729854
143,0.8020923412,0.6254514902,0.8879550436,-2.492561395
144,0.6616024878,0.8092091614,0.8191057898,-1.899828525
145,0.5775567822,0.7566061051,-1.396921988,0.1911512077
146,0.8627118894,1.422472792,-0.3705596074,-1.419353261
147,0.8665079749,0.233356177,-1.561965812,0.955760283
148,0.7799385112,1.452468121,-0.3978416419,2.635211201
149,0.7330498673,1.104311894,-0.6137963699,-2.660283764
150,0.6482392681,-0.4677300119,-1.250042865,0.5487409672
151,0.6403336758,0.7853904083,-0.6639943532,2.006656034
152,0.741043273,0.2040777962,0.7718271479,-3.49139832
153,0.7835946577,-0.0298716253,1.102780964,1.109516855
154,0.5218935789,0.361391648,0.5513935493,2.107461107
155,0.5771644991,0.4728362188,-1.299552874,-0.6058500761
156,0.4042947325,0.2602475447,-0.1289120062,-2.967189294
157,0.8172810615,-0.9708727086,-0.040469654,2.717947054
158,0.8195921206,0.7347155326,-1.414876644,-1.446324556
159,0.8054613496,-0.4665826609,-1.141831095,-2.374459784
160,0.6613800587,1.384535181,-0.02146838158,1.103841487
161,0.8494082943,-0.007353045088,-0.6535496621,-3.96466568
162,0.8998802125,0.09254820411,1.166455837,-0.1332674301
163,0.8584310058,1.532064101,-0.3214983269,1.070766607
164,0.7725997346,-0.1799748505,-1.321270303,-2.682661532
165,0.7876333751,1.021923824,-1.09262664,2.1906151
166,0.598304218,0.2476732964,0.6476626467,-3.355862677
167,0.8432398994,0.01536358144,-0.2455484367,-4.524093915
168,0.8166689951,1.535000707,-0.4600692648,0.8481760499
169,0.7383957541,-0.2658507709,-0.8487176756,-3.898687957
170,0.8727446823,-0.955053234,-0.7139922073,1.178867367
171,0.8291181866,-0.6728361017,-0.8080922285,2.407323384
172,0.7026046461,1.429172824,-0.6346753501,-0.8628433766
173,0.8302949488,1.03626728,0.3335026666,3.289952307
174,0.6982018868,-1.274813143,-0.02478175598,-0.2732864488
175,0.2911877725,0.6876992173,-0.2392137469,-0.07439015295
176,0.8255248626,0.9807822489,-0.9578329188,-3.00188302
177,0.5852652566,1.261494209,-0.9236576906,-1.07801879
178,0.837602178,0.05686152314,0.1371119746,-4.347005232
179,0.5664392281,0.4653408878,0.9539296901,1.443897905
180,0.8373934899,1.275358627,-0.9807994657,-0.667693467
181,0.7204493084,-0.7628237537,-0.7885555049,-2.772629244
182,0.8211042646,1.422583555,-0.8263415979,-0.5310998111
183,0.8098529845,1.219165765,-0.3200108636,3.247915283
184,0.6475293384,-0.7302916404,-0.1792505341,3.124859506
185,0.8181246375,1.373745687,-0.5705894195,2.136759303
186,0.7763978054,0.2766815991,-1.381326166,-2.454091876
187,0.7141831722,1.411145647,-0.5054894674,0.49358543
188,0.555522876,0.760642527,-0.4106064742,-3.326683135
189,0.7820430959,1.148575699,0.6946798806,-0.806415417
190,0.691432767,0.8943555689,-0.5489721501,3.617924177
191,0.929508963,1.480725642,-0.08424870724,-0.4211710892
192,0.7555187807,0.8820949567,-1.338124003,1.480401752
193,0.8355002192,1.408417634,0.4490961304,0.2057866104
194,0.8755216823,0.3046934767,0.4526996201,-3.71236942
195,0.8321572622,-0.9044531174,-0.9869950819,0.6908976031
196,0.8239635737,0.2787706518,-1.479363591,-2.354341505
197,0.7092356376,-0.08486973582,-1.530948601,-1.5590241
198,0.6448067238,1.10777938,-0.9622677361,-1.476030325
199,0.7390872401,1.55791744,0.1102954345,-0.4619896154
200,0.5252364773,-0.284163553,-0.9738855234,1.228392992
201,0.8158533545,1.573933254,-0.6452586903,0.05316843589
202,0.7135549455,-0.3072961091,0.838400552,1.779906083
203,0.9465155768,1.285041975,-0.6286332562,0.8722803896
204,0.7078055641,-0.5513517888,1.083916399,1.224307139
205,0.8778236659,1.609462786,-0.2927126151,0.9148464994
206,0.6712325125,-1.154379451,0.1608692855,0.488978909
207,0.8407086628,-0.8114288713,-0.8485837922,1.679870124
208,0.3969192506,0.568376197,-0.2099288663,2.604716787
209,0.8409986207,1.606401067,-0.5905054934,-1.075494141
210,0.8818705836,0.8512104794,-0.5292464002,-3.533062915
211,0.8992763674,1.1239549,0.569931107,-1.422756138
212,0.8533570481,-1.058995914,-0.4368106667,0.9308398314
213,0.5637584524,0.8792527097,0.2775383896,2.079591565
214,0.8232827996,0.2888968082,1.046787118,1.929580526
215,0.608950194,-0.7526364617,0.7275892135,-1.759835456
216,0.7062145396,-1.160456679,0.0006921683975,1.360790593
217,0.5516612804,0.7679887117,-0.4095220529,-3.659424581
218,0.7885464181,-1.203017164,0.189118588,0.5063725412
219,0.8326034079,-0.7636103256,0.7879331059,-1.366329651
220,0.7305673045,0.1065982453,0.7088544618,3.803587782
221,0.4093696928,-0.6715035431,-0.5000792972,-1.651384533
222,0.9481092006,0.9219233746,-1.187283028,-0.5244120888
223,0.3925875618,0.2173880207,0.6358292476,-1.328089802
224,0.3864311659,0.8123287387,-0.1990729029,-1.087556735
225,0.68185424,0.9868205636,-0.7980873327,2.580114278
226,0.9022936676,1.474610854,-0.6923423552,-0.6455686204
227,0.8927721315,-0.7886593236,-0.9959666153,-1.351010628
228,0.3081778649,0.5071407438,0.4159763217,0.216728691
229,0.848609113,0.8175703788,-1.545373308,0.6452726067
230,0.5590494626,0.3611842678,-1.298445111,-1.016804378
231,0.6705153429,1.157916355,-1.309192915,0.7679053078
232,0.7413904792,0.4079257175,-1.390497448,-1.70059219
233,0.6435732067,-1.054890943,0.2885775204,-0.4474729727
234,0.7283344807,1.218843386,-0.1465028604,1.474110838
235,0.7586821041,-0.6878490811,0.2040935662,3.511401468
236,0.6256693794,-0.8084306382,0.2612916653,1.262765665
237,0.8819933265,0.2935699696,-1.602201648,-0.2255133717
238,0.5092224088,0.5324027965,0.953878366,1.867946048
239,0.727168224,1.145331752,0.4271630342,-2.474370006
240,0.7097360782,1.497206877,0.01891496036,-8.765281431e-05
241,0.7859092546,-0.4487282956,-1.440817612,0.5252179516
242,0.6967470046,0.4896014883,-0.9142353616,-3.769611147
243,0.8621130301,0.8375707477,-1.316171925,-2.332803543
244,0.9230371575,-0.4934337351,-1.274709183,-0.7173887248
245,0.7221852945,1.39194443,-0.1050244311,2.044869625
246,0.6592254978,0.5400432121,-0.398434424,4.026908826
247,0.8106207384,-1.332015903,-0.111027515,0.04290308514
248,0.4382924531,0.01836466688,0.4338218677,2.662738595
249,0.5945469974,1.036499727,0.6728827939,0.4883424324
250,0.8601884718,1.114165441,-1.17925319,1.32145433
251,0.6426965236,-0.001630250358,-0.6047677252,-3.996701065
252,0.8496191195,-0.1920407128,-1.454484174,0.889085523
253,0.8672762209,1.247755097,-0.365616106,2.627854349
254,0.8777964431,1.186644742,0.7773538919,0.2526367361
255,0.6064353906,1.251969112,-0.5857086555,-2.546282376
256,0.576056452,0.5876862735,-1.231970913,-1.76113787
257,0.8514453973,-0.03296494462,0.361468635,-4.007274767
258,0.598498591,0.2968290642,0.6533376224,3.47760875
259,0.7609255009,0.6253650011,0.9833910373,1.427637427
260,0.8995098249,1.41082462,-0.8172545625,1.516804355
261,0.8415581579,1.334873953,-0.7607954387,-2.433719454
262,0.772329326,1.333783222,-0.8664390379,-2.174886704
263,0.8495430166,1.064025823,-1.381608722,1.119674393
264,0.8187361758,-0.8863272731,-0.5745337761,-2.004583933
265,0.6506714691,0.7500644299,-1.341375161,1.791989711
266,0.8603480318,1.400351572,0.1212960386,-0.7680781193
267,0.9066553751,0.1660774688,-1.537221918,-0.3974671096
268,0.812068586,0.9695849762,-0.7946068035,-3.415361283
269,0.8399246374,-0.5089751025,0.9138252764,1.650397756
270,0.8890988615,-0.1042365676,0.7250226547,-2.953788893
271,0.8244756233,1.224034946,0.1376355346,-2.541964689
272,0.8544834939,-0.1713741073,0.3356301607,-3.911814095
273,0.5971421744,0.9593440341,-0.655719321,-1.849831158
274,0.6824576537,1.002075443,-0.4696360541,3.701447561
275,0.5368205603,0.8254686807,0.4943577532,1.912094139
276,0.857978796,1.376571496,0.1771504286,2.146066621
277,0.8355818807,1.4991348,-0.7854543073,-0.9158179629
278,0.7517882667,0.8902967492,1.040493624,-0.3466216365
279,0.7733200761,1.120620351,-0.08567288705,3.04643953
280,0.4733166348,0.7172795732,-0.5881522481,-2.455780455
281,0.8211990074,0.6917957571,-1.473564166,-0.9538215678
282,0.6079577641,1.122011623,-0.7470300923,-2.467010905
283,0.4960933965,0.4500519089,-0.8647204756,2.192970438
284,0.7149549185,-0.21258849,-1.378042003,-2.470559307
285,0.8677504365,1.441007357,-0.3341893687,-1.163817047
286,0.8576215735,0.7523378957,-1.423676477,1.875175203
287,0.7591453625,1.362225422,-0.2313491447,-2.430399895
288,0.7727236886,-0.5696530419,-1.350804241,0.8979252202
289,0.4164125629,-0.3582829886,0.1498704002,-1.775794326
290,0.847594745,1.166731006,0.6424380609,-1.030377869
291,0.9210857463,-0.9057413086,-0.8096557987,-1.323582367
292,0.720740068,0.4235824457,-1.379518738,-2.971946145
293,0.7851573807,-0.01892754759,-0.9865206892,3.553418302
294,0.6580150142,1.147008468,0.1457502369,2.998436465
295,0.6189789755,0.3515995317,0.9490589266,-1.863487637
296,0.356917625,-0.523757158,0.003606334377,1.459500091
297,0.8101001511,1.324805561,-1.106353525,-1.176262651
298,0.7662519868,1.666145559,-0.2205931545,-0.544715507
299,0.7895490949,1.438235487,-0.841320713,-1.456973555
300,0.8509297853,0.4602154263,-0.2257658927,-4.462662535
301,0.4616835848,0.4046919294,-0.5384292693,-3.210741854
302,0.4462842557,-0.7923840243,0.423873781,0.2152512603
303,0.8191657314,-0.8942786733,0.5282590445,-0.07525830525
304,0.8407580428,1.526428318,-0.8013972438,0.4195612658
305,0.8056548712,0.808896743,-0.6960112537,4.188973243
306,0.8402201918,-0.3579677289,-1.349409576,1.699075851
307,0.720019796,1.542609249,0.2755117196,0.4818166481
308,0.9046598858,0.4777203618,-1.445685756,1.297923101
309,0.4265323807,0.3606434661,0.09334106893,-2.931532428
310,0.8493898404,1.384064924,0.3375242978,2.033928814
311,0.8340031228,1.254579622,0.280635872,-2.368863887
312,0.8112906286,-0.9733224072,-0.576242354,0.1779572859
313,0.3887908666,-0.6112502938,0.4319327968,-0.1437973194
314,0.8761918284,0.2112054344,-1.570578309,-0.4578829904
315,0.9237575252,1.149097504,0.6367155274,0.0891721197
316,0.7847459742,0.8847013006,0.8089025817,2.576447032
317,0.8859074948,0.5735020829,-1.351208553,1.028353799
318,0.8016297726,0.0679064537,-1.443631687,1.818119901
319,0.867665342,1.624031907,-0.3668176508,1.152329316
320,0.6261089795,-0.9572628464,0.4899240433,-0.5397402992
321,0.8664801542,0.2060563344,0.4442621232,-3.79159478
322,0.6932878709,0.832789637,0.6736892911,2.651437404
323,0.7874813295,-0.4403414689,1.0539342,-0.9122402842
324,0.8256996262,0.4102721322,0.08422584022,-4.347620343
325,0.5420903663,0.7773054893,-0.5986927481,-2.761594139
326,0.9181740047,1.448953069,0.2479168092,0.5241233612
327,0.9007428769,1.323829934,-0.2988078418,2.027755005
328,0.7803185425,1.352306623,-0.6819275099,1.421319728
329,0.9064391984,1.460156625,-0.9016710188,0.07394000072
330,0.6605075178,0.8594953402,0.2326499873,4.020009447
331,0.4456362389,0.6436755259,-0.6611690339,2.624362382
332,0.7531109627,0.5656124177,0.6339687061,-3.817288843
333,0.8709521308,0.5876075025,-0.6780369954,-3.776662228
334,0.9030252453,1.388721502,0.1491139353,1.595258284
335,0.8085131227,-0.3277475255,-1.298854873,1.99525322
336,0.8653070809,1.576479916,-0.6586005492,-0.1385593621
337,0.7899092691,1.39341516,-0.3694227737,1.915141233
338,0.8055820599,0.2779451642,0.9769584635,2.739004084
339,0.6966392987,-1.222159927,-0.5338663873,-0.828473827
340,0.585174175,1.312648285,-0.494055144,1.385547619
341,0.9526260149,1.321697964,-0.5360334173,-0.3706459269
342,0.4238820831,-0.05968039604,0.2472021918,2.95418931
343,0.8974409645,1.290464831,-0.6114807786,-1.038843144
344,0.624482671,-0.2993243637,-0.5763015667,-3.715053028
345,0.755715943,-0.887383388,0.4874014411,2.215731784
346,0.8162630192,0.9075181173,0.8698887942,0.3643957657
347,0.8269472942,0.6753009515,-1.498180522,-0.7412638553
348,0.706838013,0.9681234921,0.5176711175,2.964028907
349,0.8668483429,1.102404677,-1.229917189,0.3836868316
350,0.8821143249,1.307053758,-0.9632132108,1.135994326
351,0.7512527145,-1.094651075,0.1939052382,1.659895293
352,0.7277215419,1.502576322,-0.6652375695,1.071077066
353,0.6100090033,-0.8630025181,-0.7802169547,-1.286060012
354,0.8826357459,1.134598609,-1.072969089,-1.951513666
355,0.2985832593,-0.3616676801,0.0934409709,-0.9447230338
356,0.7486239817,0.1791709645,-0.9843737393,4.104539538
357,0.92495258,1.401470266,-0.534056066,0.953145992
358,0.8481253619,0.8191054809,-0.3674270921,-3.677711459
359,0.7936632083,1.140807871,-1.369422813,-0.04630902658
360,0.4628264169,0.1921461133,0.3480068666,-3.122014554
361,0.7918573814,0.5810403591,0.8819855579,-2.421772472
362,0.8681126204,1.296815232,-0.5207876432,-2.287299271
363,0.7566451819,0.5473182574,-1.461036731,1.610054303
364,0.8459389522,0.3535566591,-0.07994323412,-4.27711645
365,0.8613286631,0.2728709412,-1.553543479,-0.1788037331
366,0.7049484999,-0.1361751913,0.9907356663,-2.587386829
367,0.8366431221,-0.3673093042,-1.436235441,-0.5834596602
368,0.5716221532,0.3753090175,-1.227934693,0.905351316
369,0.6315823916,0.6183291642,1.070367325,-0.9325009612
370,0.8715378413,-0.7129737989,0.7100821711,1.390654093
371,0.8115490851,-1.045957925,-0.8362336882,0.9275450495
372,0.8854380171,-0.9155688357,-0.5515669206,-2.163250193
373,0.8564731312,0.85120255,-1.161270658,2.311606373
374,0.5222256262,0.6763522939,-0.6936285104,2.866671684
375,0.874852434,1.134266188,-1.128717855,0.8863497105
376,0.4533694099,-0.2964552249,0.5256223067,-2.842612057
377,0.6509985353,1.288777356,0.01543590358,2.31614959
378,0.6736026927,1.133393146,-0.7617284102,2.025636664
379,0.9317495843,1.072447602,-1.099515161,-0.8114149051
380,0.6773330229,1.373205349,0.3429557817,0.38281581
381,0.61302507,0.5305072727,-1.201307845,2.135355912
382,0.6504531104,1.500547823,0.5359666607,0.1168166498
383,0.8210199403,1.478241638,-0.6847086587,-0.8659584479
384,0.6289329641,1.230223252,0.7363936065,0.7446915643
385,0.8256038457,0.1020033323,-0.0463836495,-4.563019426
386,0.8296271532,0.2839959963,-0.08282212489,-4.524610521
387,0.9114680364,1.109322438,0.6445730098,1.049394732
388,0.755026154,1.335600726,-0.3747099892,2.437859383
389,0.8561339761,0.4223545936,-1.244353386,-2.467467453
390,0.8477186865,0.7555654909,1.024845179,-0.6594581871
391,0.8537884814,1.225965468,-0.9269829071,-2.022445081
392,0.6137206404,0.7923060295,-1.228424859,2.528666827
393,0.9020442631,-0.8317430655,-0.8849752332,1.356510763
394,0.7549779288,-0.6803298717,-0.80865999,3.210452596
395,0.7793324287,0.9853974145,0.3392962149,3.319628074
396,0.9219678639,0.3806330981,-1.38717969,-1.375323498
397,0.8384227567,0.4495179971,-1.668233558,0.3948344822
398,0.6729768407,1.209952392,-0.480487056,2.031532453
399,0.7338759084,0.01149311826,0.871327903,2.708889484
400,0.4682676473,0.4990642277,-1.152212174,0.5509835129
401,0.8661719884,0.4717600829,-1.504521244,-0.7463126413
402,0.8074855899,0.7566598159,0.9937937551,-0.8806155365
403,0.7596062509,-1.06369378,-0.4182345607,2.076899988
404,0.8994887521,0.8624313016,-1.271317591,1.064829652
405,0.8644828145,1.361511989,-0.1512078264,1.927331414
406,0.84843223,0.3824586602,-0.1448773916,-4.426815921
407,0.6551908301,0.2255398592,-0.9274183931,-3.832444854
408,0.5594367466,-0.5017580589,-1.227887571,-0.7796714726
409,0.8410685014,1.056351651,0.414559958,-2.699069869
410,0.8200639925,1.408439746,0.3617466716,2.224121181
411,0.8081263041,1.03241782,0.9562630397,1.408329552
412,0.9179779737,1.400152583,0.00109755566,-0.5478931736
413,0.7941688454,1.24836678,-1.246095831,-0.7647701556
414,0.4495006242,-0.2222321295,-0.4087251002,3.019192336
415,0.8037401798,-0.2399461452,1.196014899,0.6455623007
416,0.456532588,0.5399651282,0.1416059037,2.309440971
417,0.8844627309,-0.2995363481,-0.8269213903,-3.440693903
418,0.5919174913,1.086721564,-0.5314433842,3.088160372
419,0.8913448025,-0.7138711472,-1.13511447,0.6887552219
420,0.7676454799,-0.7878148967,-0.8545838863,-3.05869103
421,0.4152311993,0.028251816,-0.3333031647,3.031775885
422,0.8970266729,1.306278128,-0.8552471144,1.450246137
423,0.6961952712,0.6105211481,0.9137775463,2.35767555
424,0.7292005912,0.3860328883,-1.072577277,-3.218077246
425,0.877821787,-1.052017172,-0.02176348533,1.3337905
426,0.8855722161,0.5292216683,1.072439922,1.468734227
427,0.7182974598,1.33256169,0.05728042574,-1.69338636
428,0.7085604807,0.8731397925,0.2577971608,-3.375207898
429,0.6143361799,-0.4257289052,0.6947154552,1.640013026
430,0.8257601806,0.9026005135,-1.170532199,2.715765067
431,0.8648458363,-0.4448118552,-1.218461741,1.789111756
432,0.6733791318,-1.106251876,0.2728728068,-1.038390121
433,0.7148060367,-0.2641898175,-1.124264478,-2.344324348
434,0.8126807732,-0.9171334379,-0.9920900237,-0.4897302792
435,0.5592842934,-0.5229409296,0.9130282157,-0.7408514365
436,0.8341212993,1.431507115,-0.2420638094,2.359112427
437,0.891344572,0.3751971561,-1.451356003,-1.327501965
438,0.7815568384,1.234329683,-0.3519681985,3.145264588
439,0.8282750497,0.05009074241,-0.077995642,-4.623420036
440,0.8595394967,0.1792098579,-1.277216976,2.665035791
441,0.9178558782,0.8994084441,0.7962979005,1.280744566
442,0.9340415718,1.002573333,-1.093749932,1.003442784
443,0.6486703444,1.159775506,-0.9505383999,1.007200606
444,0.3986839833,-0.1483606104,-0.5435642732,-2.20352545
445,0.3852461494,-0.7831068741,-0.07989626835,0.2883817098
446,0.8127227455,1.295281583,-0.8936940587,1.986776569
447,0.5704224705,0.7089633944,0.7785387956,1.778530886
448,0.7404886319,1.633490447,-0.4421624923,-1.360542622
449,0.322663038,0.6125486093,0.1227494785,0.05123969056
450,0.9022849164,0.5120699489,-1.336823064,1.660250263
451,0.8411471608,0.8284443262,-1.085248092,-2.84454663
452,0.8360193797,1.443209785,-0.6651996128,1.509710121
453,0.8285054481,1.155353927,-1.138460147,1.743450223
454,0.8526738949,0.02552410147,1.065491084,2.502979754
455,0.7668311191,-0.8418582492,0.8123710137,-0.06182313431
456,0.858870995,0.7867350079,-1.363526205,1.284797035
457,0.6727200911,-0.6512895233,-0.02147032267,3.092712022
458,0.671744572,1.113309977,-1.162353215,-1.334970159
459,0.8734640904,1.323362686,0.1668352489,2.181332654
460,0.5430073391,-0.6698281461,0.5439383146,1.210531924
461,0.8473597313,1.385751902,-0.5157166105,-2.237802633
462,0.4816176377,0.6942641613,-0.9385332326,2.288612434
463,0.6030783332,0.4004049849,-1.015328842,-2.678944964
464,0.4623473462,0.4423866285,-1.207803871,-1.339076327
465,0.7617250414,1.112411772,0.5460412154,-2.012389357
466,0.810987224,1.036857611,0.4561080247,2.955183324
467,0.8283575315,1.16123346,-1.264978372,0.07363939594
468,0.833595582,1.525491369,-0.7545245641,0.8643659393
