Respondent	RLH	ASC1	BTime	BCost
9469	0.498034462	1.015531297	-0.138781587	-0.566410303
9472	0.508850608	1.087200206	-0.139093903	-0.59161461
9475	0.689141082	0.893269162	0.115074401	-0.496620076
9476	0.546814423	0.835326405	-0.383011112	-0.630426579
9477	0.93054169	0.993470059	0.159703825	-0.629680749
9483	0.543229948	0.878733603	-0.323572422	-0.628289081
9485	0.926124578	1.002734385	0.191594357	-0.582731933
9491	0.753290465	0.877169367	0.034201342	-0.702800888
9494	0.573982954	0.875810275	-0.031957488	-0.58800788
9496	0.788523284	1.154900404	-0.47689567	-0.579703475
9498	0.909234159	1.057670384	0.179661122	-0.611125213
9502	0.526876317	1.157289059	-0.264986378	-0.607222445
9523	0.594707286	1.121474685	-0.10960265	-0.712737368
9524	0.944147737	1.095607565	-0.503737933	-0.574923537
9531	0.607179644	0.98663569	-0.059880752	-0.732513435
9534	0.50442563	1.009748013	-0.296657598	-0.657400111
9536	0.907227675	1.038204426	-0.548373661	-0.593481291
9538	0.526826794	0.974856884	-0.151666612	-0.693541603
9541	0.494103698	1.14910115	-0.237847802	-0.54975151
9545	0.776979564	1.27166189	-0.343033947	-0.887091491
9546	0.955052429	1.114175562	-0.48006155	-0.598086322
9550	0.961155302	0.895585246	0.179642032	-0.583064438
9551	0.50023296	1.056311304	-0.218508591	-0.670061844
9552	0.62613939	0.778263514	-0.439727594	-0.431126942
9554	0.645429298	0.847638735	-0.444307629	-0.61566865
9555	0.92434371	1.026943134	0.175233053	-0.622397615
9556	0.473610864	1.040170786	-0.15816632	-0.587714443
9559	0.734087289	0.832796259	0.067212395	-0.621404873
9560	0.719521754	1.151133606	-0.36769153	-0.595192901
9563	0.513456116	1.064450572	-0.161820445	-0.634122387
9566	0.656579491	1.17469354	-0.045172285	-0.649640637
9567	0.639507026	1.005073812	-0.069103307	-0.806112046
9572	0.940583972	1.000989398	0.180199348	-0.613939527
9579	0.534099466	1.089133975	-0.162812938	-0.70269121
9582	0.547096242	1.059721768	-0.36225348	-0.67601649
9584	0.493123086	0.805273678	-0.042677643	-0.513318182
9586	0.658258299	1.189250815	-0.036692785	-0.620162806
9587	0.719456108	0.922840755	0.077500834	-0.621942184
9588	0.553548654	1.378681811	-0.342767942	-0.573697489
9589	0.900212158	0.987335595	-0.548436131	-0.598079783
9590	0.592842283	1.122094052	-0.104559891	-0.714149722
9591	0.966340059	0.909079251	0.166393413	-0.600765584
9596	0.944090357	0.938913838	0.198639708	-0.563997551
9597	0.579972529	0.992233939	-0.056964119	-0.657069255
9603	0.584548678	1.020579951	-0.102713675	-0.677513614
9604	0.700828612	1.132966348	-0.012910478	-0.720081889
9608	0.730981812	0.904013656	0.03239306	-0.695464508
9614	0.96591881	0.865682177	0.193177779	-0.580844057
9616	0.93094593	1.05709106	-0.513306538	-0.510722479
9621	0.669473145	1.250049625	-0.2211014	-0.933763806
9622	0.638337904	1.099458076	-0.030209158	-0.543870501
9623	0.535246357	0.901330428	-0.326455556	-0.318596013
9624	0.710147757	1.046642729	-0.413281078	-0.723009592
9625	0.753899055	1.048368233	-0.501165309	-0.602608545
9629	0.719344208	0.966918389	0.065515156	-0.667625456
9632	0.970818599	0.887948917	0.164806526	-0.57529785
9633	0.661833853	1.026574593	-0.338180233	-0.809190909
9634	0.706947864	0.886043405	0.118296404	-0.546604595
9635	0.496509534	0.71589163	-0.290506086	-0.531204388
9646	0.515774878	1.188445048	-0.208422257	-0.602970089
9648	0.935561442	1.04562664	0.129202821	-0.666724482
9649	0.675047776	0.908563833	0.030104702	-0.568608221
9661	0.560274655	0.553241321	-0.372222486	-0.51248167
9662	0.89364213	0.988716544	-0.560785607	-0.548820714
9663	0.928588913	1.039005423	-0.511702717	-0.448147947
9664	0.946862339	0.909664076	0.186894038	-0.586995843
9670	0.665923216	1.235606505	-0.049891673	-0.6532499
9685	0.56178075	0.955576291	-0.043264299	-0.575297301
9686	0.496488055	1.103882435	-0.27590802	-0.534213037
9687	0.613169806	1.050245817	-0.412262165	-0.73564345
9688	0.557787975	1.070355193	-0.079286633	-0.591500423
9691	0.68019606	1.253665276	-0.458254347	-0.612637268
9692	0.967951777	1.124042697	-0.444118611	-0.598944827
9693	0.77228929	1.028966424	-0.074652708	-0.793393821
9694	0.577832624	1.301540915	-0.15385459	-0.6320683
9705	0.548755991	0.923894549	-0.384722037	-0.517108607
9706	0.572056119	1.177909222	-0.394639517	-0.56429736
9707	0.506248815	0.692189416	-0.330159632	-0.467853549
9711	0.908243861	1.094605033	0.178214917	-0.605516076
9713	0.682229562	1.092846934	-0.31708665	-0.86919486
9715	0.918012949	1.070774039	0.151868037	-0.63249754
9716	0.888190415	0.888250612	-0.541871012	-0.251340419
9717	0.972199343	0.86762669	0.170727781	-0.58405498
9718	0.970566292	0.848245817	0.191939808	-0.536477317
9720	0.470839307	1.067943368	-0.165920089	-0.479741342
9721	0.561883975	1.204165708	-0.295002427	-0.344020101
9722	0.593596166	0.89734439	-0.024581027	-0.680221221
9723	0.47225346	0.777372893	-0.119073885	-0.585196061
9724	0.712171794	1.000893428	0.034880871	-0.68070847
9727	0.578246649	0.959725619	-0.01981383	-0.646980016
9730	0.967898652	0.92457857	0.168987974	-0.578556121
9731	0.739078217	1.15503217	-0.332899522	-0.687163874
9736	0.959566748	1.103242689	-0.459520669	-0.580415748
9745	0.962106558	0.902972676	0.168985068	-0.604634471
9746	0.671990222	0.947776252	-0.468333999	-0.471227335
9747	0.477975963	1.025163554	-0.189898778	-0.573981023
9749	0.71313597	1.215930159	-0.290402901	-0.841735086
9750	0.662360131	1.230412336	-0.050633515	-0.651253496
9751	0.488654428	1.065088876	-0.110550674	-0.406164644
9754	0.846349757	0.830902808	-0.566867779	-0.559073532
9757	0.711602721	0.980747547	0.079522399	-0.623335989
9761	0.952042518	1.111238171	-0.486595685	-0.542518464
9762	0.946821433	0.93310069	0.204174965	-0.562757127
9764	0.957201313	0.874572899	0.187285785	-0.575861054
9766	0.968711824	0.844721939	0.189745602	-0.546268831
9770	0.926994315	1.029724021	0.192075322	-0.584561351
9777	0.594617335	0.755707827	-0.414397254	-0.530981542
9778	0.957687123	0.906672536	0.182227615	-0.589767937
9780	0.541813557	1.05409068	-0.35757136	-0.651646428
9781	0.80870448	1.207688772	-0.3962547	-0.737213002
9782	0.712138672	1.068887013	-0.344807883	-0.298648306
9783	0.957073354	0.945437315	0.159317561	-0.605892878
9784	0.516003241	0.800152796	-0.335444996	-0.458183817
9785	0.554008034	1.044713338	-0.134938915	-0.75452616
9791	0.682440654	0.95904358	0.04369645	-0.562714966
9797	0.575392524	1.108545014	-0.238365432	-0.720047769
9798	0.962309741	0.850158901	0.179573142	-0.584993581
9800	0.926736854	1.000936972	0.19203235	-0.594348843
9802	0.541895063	0.922045134	-0.366035014	-0.462773654
9804	0.509033069	0.925568249	-0.119082285	-0.600733307
9807	0.968480231	0.885273312	0.155448807	-0.581476322
9808	0.967793727	0.870394953	0.185568348	-0.576878204
9809	0.959782663	0.911573007	0.177909302	-0.601269541
9811	0.523384889	1.152890675	-0.193383087	-0.609690094
9816	0.923192517	1.033235608	0.180545137	-0.61156485
9817	0.5273155	0.843433087	-0.263762965	-0.595038298
9821	0.951881486	1.127031216	-0.484197311	-0.651555333
9826	0.474651647	1.003067416	-0.257038197	-0.565470779
9827	0.592696201	1.104770718	-0.112790786	-0.729070339
9832	0.66922613	1.023931032	-0.358115187	-0.631178962
9835	0.964735715	0.846496096	0.191881426	-0.578354354
9836	0.487642318	0.953856375	-0.231316931	-0.623818085
9838	0.615897066	1.202689124	-0.227171355	-0.490130027
9843	0.455171227	0.711592122	-0.191148787	-0.577415869
9845	0.543134269	1.232753361	-0.118187126	-0.48837902
9849	0.963615335	0.92591178	0.16404155	-0.591516448
9850	0.510310159	1.025583152	-0.299270044	-0.501742689
9851	0.66510321	0.845583875	0.038736336	-0.513281201
9854	0.737854045	1.107288018	-0.060569962	-0.767459553
9857	0.618439237	0.877202269	-0.381925449	-0.341713082
9858	0.937835678	0.964580063	0.183206764	-0.608692691
9859	0.483558194	1.03277574	-0.176589376	-0.629596917
9860	0.909101444	1.086961961	0.162839887	-0.62158039
9862	0.936352425	0.963305973	0.182738112	-0.596429655
9864	0.48677628	1.01911809	-0.115854872	-0.535677556
9868	0.571551512	0.688309066	-0.369251226	-0.470589368
9869	0.70977434	0.961865271	0.071164799	-0.631450935
9872	0.48175691	0.990771736	-0.205261315	-0.585380689
9873	0.964009358	1.126712175	-0.451408719	-0.612882241
9877	0.966686694	0.895191247	0.153549493	-0.582541821
9878	0.683670812	0.88007983	0.016665357	-0.569342498
9880	0.582002982	1.203732024	-0.398356195	-0.572625925
9882	0.953456975	0.887811335	0.179787011	-0.595200227
9887	0.744709327	0.828260637	0.018223375	-0.684440727
9891	0.768486668	0.893898066	-0.007314356	-0.746258666
9892	0.934409467	1.013888616	0.17762079	-0.602121742
9893	0.529012884	0.923962642	-0.343951716	-0.682481496
9894	0.735554924	1.05582153	-0.521388286	-0.59587908
9895	0.559307963	1.252861537	-0.204384288	-0.675830259
9896	0.621557401	0.826724353	-0.414264928	-0.672271342
9898	0.951497381	0.916238933	0.190562534	-0.580197251
9899	0.923498678	1.013926913	0.181396687	-0.606630675
9903	0.97039466	0.876839939	0.175954118	-0.580262469
9906	0.511748436	0.812054842	-0.064759482	-0.613780824
9908	0.526590819	0.967503526	-0.208966478	-0.588573969
9910	0.682906817	1.300633224	-0.297106872	-0.834866319
9911	0.732601939	0.932727862	0.066419982	-0.670408516
9912	0.939911991	0.928196284	0.188493702	-0.55910057
9913	0.772596836	1.159177242	-0.493000105	-0.524326568
9915	0.690068638	1.090029087	0.030016572	-0.65366083
9916	0.669491801	1.069899498	0.02782091	-0.587247979
9917	0.688599409	0.692821388	0.086179325	-0.406725748
9920	0.5732635	1.078595513	-0.349716739	-0.769192981
9922	0.477825036	0.856212348	-0.224132171	-0.60952814
9923	0.720294901	0.922754661	0.075442389	-0.640943399
9924	0.541821454	1.222892317	-0.122065531	-0.51752153
9926	0.957523649	0.919183341	0.174189468	-0.590148003
9929	0.92067002	1.066233139	0.166391642	-0.623086199
9933	0.464211892	0.845456392	-0.134138146	-0.556004573
9934	0.446471878	0.766296489	-0.103884868	-0.367552304
9935	0.969333253	0.82504023	0.186503183	-0.571063154
9940	0.751795052	1.079551256	-0.474680303	-0.414381273
9942	0.515831778	0.630307982	-0.028323526	-0.553173064
9943	0.526693059	0.957218072	-0.189436122	-0.332685456
9944	0.948292261	0.941983526	0.187759244	-0.592417754
9947	0.962459961	0.903732065	0.176622535	-0.571000363
9950	0.960283831	1.100341184	-0.474442697	-0.564353473
9951	0.489231514	0.999815531	-0.205032512	-0.50355413
9953	0.939469533	1.035473618	0.134904575	-0.654424141
9954	0.486305901	1.09207934	-0.111907213	-0.484265475
9957	0.525790925	1.070646363	-0.177101615	-0.663300535
9959	0.939202806	0.966040211	0.179945031	-0.613595826
9962	0.555162562	0.974125431	-0.052502387	-0.553137439
9965	0.493082053	0.789633169	-0.0397531	-0.509160497
9973	0.794701274	1.236694767	-0.324722819	-0.692663754
9974	0.742360858	0.852775972	0.06595116	-0.674476898
9977	0.518232684	0.683050807	-0.012864075	-0.585812546
9981	0.964797495	0.89676791	0.171300887	-0.587582491
9989	0.929939105	1.085097261	-0.524955632	-0.470735039
9991	0.665260391	1.143741954	-0.252696952	-0.83813417
9992	0.732907605	1.209857807	-0.358602046	-0.848395952
9994	0.908855262	1.100405795	0.162350815	-0.641876007
9995	0.681218741	0.797630682	0.056828227	-0.455718852
9996	0.482942396	1.106432245	-0.213939356	-0.437440946
9997	0.909985483	1.05974739	0.184337852	-0.584356269
10001	0.665185346	0.701234966	0.09977682	-0.252056571
10013	0.574563183	0.949766351	-0.264210504	-0.800475746
10017	0.90646474	1.110411332	0.157756041	-0.626132678
10019	0.945473969	1.09162929	-0.493011569	-0.609566419
10020	0.481375604	1.199021539	-0.160650569	-0.443784832
10025	0.488284732	1.186176058	-0.224832329	-0.469813185
10029	0.857311149	0.881289016	-0.569637289	-0.513402659
10030	0.809408179	1.251894743	-0.399863296	-0.667782908
10031	0.460992045	0.911932975	-0.166077015	-0.475596652
10032	0.513869686	0.916142996	-0.094857248	-0.646778159
10035	0.555375121	1.056957061	-0.161067364	-0.722896233
10044	0.675780903	1.024418096	-0.347840788	-0.695238494
10046	0.705836027	0.901547883	0.113148697	-0.562530175
10051	0.949168595	1.074845675	-0.493532834	-0.540486325
10053	0.572197945	0.861337382	0.00519874	-0.565996476
10055	0.534312053	1.155155827	-0.30395935	-0.692134049
10061	0.967011944	1.15045216	-0.46329006	-0.532567842
10063	0.961514333	0.906251151	0.167607362	-0.586272877
10068	0.562315704	1.03598214	-0.192006954	-0.360465764
10069	0.916172237	1.073658624	0.146475976	-0.641233612
10076	0.964223155	0.874010305	0.171453574	-0.590758828
10078	0.737042228	0.944352147	-0.529131397	-0.613485478
