ID	choices	x1	xprice	y1	yprice
142	2	0	3	0	3
142	2	0	4	0	3
143	2	1	1	1	1
143	2	1	5	0	2
143	2	0	3	0	1
143	1	0	0	1	1
144	2	0	0	1	2
144	2	1	1	1	0
144	2	1	4	1	2
144	1	1	2	0	1
145	2	1	0	1	2
145	2	0	4	0	3
145	1	1	5	1	4
145	2	1	5	0	1
146	2	0	4	0	1
146	1	1	3	1	3
146	2	1	0	0	4
146	2	1	3	0	2
147	2	0	1	0	3
147	1	1	1	1	2
147	2	1	3	0	2
147	2	1	4	1	4
148	1	0	1	1	1
148	1	0	3	0	2
148	1	1	0	1	2
148	1	0	2	1	1
149	2	1	3	1	2
149	2	1	3	0	2
149	2	1	1	1	5
149	2	1	2	1	2
150	2	0	2	1	1
150	2	1	3	1	1
150	2	0	0	0	5
150	2	0	0	0	2
151	2	0	3	1	2
151	2	1	4	1	3
151	2	1	2	0	3
151	2	1	1	0	5
152	2	1	4	0	3
152	1	0	0	1	4
152	2	0	3	1	0
152	1	1	0	1	1
153	1	1	0	0	3
153	2	1	4	0	4
153	2	1	4	0	2
153	1	1	4	1	4
154	2	1	2	0	0
154	1	1	3	0	4
154	2	0	3	0	0
154	1	0	3	0	4
155	1	0	2	0	3
155	2	0	3	1	1
155	1	1	0	1	4
155	1	1	1	1	2
156	1	0	1	1	4
156	2	0	3	0	0
156	2	1	3	0	4
156	2	1	5	1	1
157	2	1	5	1	5
157	2	1	4	1	2
157	1	0	3	0	2
157	2	1	3	0	3
158	1	0	3	1	2
158	1	0	2	0	1
158	2	0	3	1	0
158	1	0	1	1	4
159	1	1	2	1	2
159	2	1	1	1	2
159	1	1	3	1	4
159	1	0	3	1	1
160	2	0	4	0	0
160	1	1	3	1	0
160	1	0	4	0	4
160	2	1	4	1	0
161	2	1	5	0	4
161	2	0	5	0	3
161	1	1	4	0	4
161	2	1	2	1	1
162	1	1	1	0	5
162	1	1	1	1	1
162	1	1	5	1	5
162	1	0	0	0	3
163	1	0	4	1	4
163	1	1	5	1	3
163	2	0	5	1	4
163	1	0	5	0	1
164	1	0	2	1	3
164	2	0	2	1	1
164	2	0	4	1	5
164	1	0	1	0	4
165	2	0	4	0	1
165	2	1	4	0	3
165	2	0	1	0	2
165	1	1	3	1	4
166	2	0	0	1	1
166	1	0	3	0	5
166	1	1	1	1	4
166	2	1	3	1	0
167	2	1	3	0	5
167	2	1	4	0	3
167	1	1	1	1	5
167	2	1	2	0	4
168	2	1	2	0	3
168	2	1	5	0	3
168	1	1	3	0	3
168	1	0	1	1	5
169	1	0	2	1	2
169	2	1	2	1	4
169	2	1	1	1	0
169	1	0	1	1	4
170	1	1	2	1	4
170	1	1	1	1	3
170	1	1	1	0	4
170	2	0	4	0	1
171	2	0	5	0	4
171	1	0	1	0	5
171	2	1	5	0	3
171	2	1	1	0	2
172	1	1	0	1	3
172	1	1	5	0	3
172	1	1	1	0	1
172	1	0	4	1	0
173	1	0	3	1	0
173	1	0	4	0	1
173	1	0	2	1	2
173	1	1	0	1	2
174	1	1	1	1	3
174	2	1	2	0	2
174	1	1	0	1	3
174	2	0	4	0	4
175	2	0	1	0	0
175	1	0	2	1	5
175	2	0	4	0	3
175	2	1	5	1	3
176	1	0	1	1	3
176	1	0	3	0	2
176	1	1	1	1	1
176	1	1	2	0	4
177	1	0	3	0	4
177	2	1	0	0	1
177	2	0	3	0	5
177	2	1	4	0	3
178	2	1	3	1	3
178	2	0	5	0	2
178	1	1	0	1	2
178	2	1	0	0	1
179	1	0	3	1	1
179	2	0	5	1	2
179	2	0	1	0	3
179	1	1	2	0	2
180	1	0	4	0	4
180	1	0	4	1	3
180	2	0	5	1	2
180	2	0	4	0	0
181	2	1	1	0	4
181	1	0	1	0	4
181	2	1	3	0	0
181	1	0	4	1	3
182	2	1	2	0	2
182	2	1	4	1	1
182	1	0	3	0	2
182	1	1	5	1	1
183	1	1	1	1	2
183	2	1	4	1	4
183	1	1	3	0	5
183	1	0	0	1	3
184	2	0	4	0	1
184	2	1	5	0	4
184	1	0	4	0	4
184	1	1	1	1	0
185	1	1	1	0	2
185	1	0	4	0	3
185	2	1	3	0	2
185	2	0	4	0	1
186	1	1	4	1	5
186	1	1	1	1	3
186	2	1	2	0	0
186	1	1	2	0	3
187	2	1	0	0	0
187	1	1	4	1	4
187	2	1	3	0	1
187	1	1	1	1	3
188	1	0	3	0	1
188	2	1	5	1	5
188	1	1	0	0	3
188	1	1	3	1	3
189	2	0	0	0	5
189	2	0	3	0	4
189	2	0	2	1	1
189	2	0	4	0	2
190	1	1	1	0	4
190	2	1	2	1	2
190	1	0	1	1	1
190	1	0	4	0	3
191	2	0	4	0	1
191	1	0	1	1	2
191	1	0	1	1	0
191	2	1	4	0	3
192	1	1	2	1	2
192	2	1	4	1	1
192	1	1	4	1	4
192	1	0	0	0	1
193	2	1	1	1	0
193	1	0	2	1	5
193	1	0	1	0	3
193	2	0	5	1	3
194	2	1	4	0	4
194	1	0	2	0	4
194	2	0	4	0	1
194	2	0	4	0	1
195	1	0	1	1	1
195	1	0	1	0	3
195	2	0	2	0	1
195	2	1	4	1	3
196	1	0	3	0	5
196	1	1	2	1	5
196	2	1	2	0	1
196	2	1	4	1	4
197	2	1	0	1	4
197	2	0	2	1	0
197	1	1	1	1	0
197	1	1	0	1	5
198	2	0	1	0	2
198	2	1	3	0	4
198	1	0	1	1	4
198	1	1	0	0	4
199	1	0	1	1	2
199	1	1	0	1	5
199	2	1	0	0	0
199	1	0	2	0	4
200	1	0	3	1	2
200	1	0	3	1	4
200	2	1	2	0	1
200	1	0	1	1	3
201	1	1	3	1	3
201	1	1	1	1	4
201	2	1	1	0	1
201	1	1	1	0	3
202	2	1	2	0	1
202	2	0	4	0	2
202	1	0	1	1	0
202	1	0	3	1	4
203	2	1	3	1	1
203	2	0	0	1	0
203	1	0	4	1	1
203	1	0	1	1	3
204	1	1	3	0	2
204	2	0	3	1	0
204	2	1	4	1	2
204	2	1	3	0	4
205	2	1	4	0	1
205	1	0	2	0	5
205	2	1	1	0	2
205	2	1	1	1	1
206	2	1	4	1	2
206	1	1	2	1	1
206	1	1	2	1	3
206	1	0	1	0	2
207	1	0	1	1	5
207	2	0	4	0	4
207	2	1	4	1	2
207	1	1	2	1	0
208	2	1	5	1	3
208	1	0	0	0	1
208	1	1	2	0	2
208	2	0	4	1	4
209	2	1	4	0	2
209	2	0	5	1	2
209	2	1	4	0	4
209	1	1	2	0	1
210	1	0	2	1	1
210	1	1	5	1	5
210	1	0	2	1	0
210	1	1	4	1	2
211	1	0	0	1	3
211	1	1	0	0	4
211	2	1	3	0	2
211	1	1	2	1	2
212	2	1	3	0	2
212	2	1	3	0	3
212	1	0	1	1	4
212	1	0	4	0	4
213	2	1	4	1	3
213	1	1	2	0	4
213	2	1	1	1	1
213	1	0	3	0	2
214	2	1	2	0	2
214	1	1	0	0	1
214	1	1	4	0	5
214	2	1	0	0	4
215	2	0	4	0	5
215	1	0	1	0	4
215	2	0	3	1	1
215	2	0	3	0	3
216	1	0	1	1	4
216	2	1	2	0	2
216	1	1	3	1	1
216	1	1	2	1	4
217	1	1	1	1	4
217	2	0	4	0	0
217	2	1	5	1	3
217	2	1	1	0	1
218	1	0	2	0	5
218	1	1	3	1	2
218	1	0	4	0	1
218	2	1	1	0	0
219	2	1	3	1	2
219	1	1	4	1	4
219	2	1	5	0	3
219	2	1	1	1	0
220	1	1	5	0	1
220	2	0	5	1	1
220	1	0	3	1	3
220	2	0	2	0	5
221	1	0	0	1	2
221	2	0	3	0	1
221	1	0	4	1	5
221	1	1	1	1	4
222	2	1	1	1	3
222	1	1	1	1	1
222	1	1	4	1	3
222	2	1	2	1	1
223	1	0	5	1	2
223	2	0	3	0	0
223	1	1	3	1	5
223	1	0	5	1	3
224	1	1	1	0	3
224	2	0	4	0	3
224	2	1	3	0	4
224	2	1	3	1	2
225	2	0	4	0	4
225	2	0	4	0	3
225	1	1	3	1	4
225	1	1	3	1	3
226	2	1	1	0	3
226	1	0	1	1	3
226	2	1	3	1	1
226	1	0	1	1	0
227	1	0	3	0	0
227	1	0	0	1	1
227	2	1	1	1	1
227	2	0	3	0	1
228	2	1	3	1	2
228	2	0	5	0	0
228	2	1	4	1	0
228	1	0	2	0	2
229	2	1	4	1	1
229	2	1	3	0	1
229	1	0	0	1	2
229	2	1	4	0	3
230	2	1	3	0	2
230	2	1	3	1	2
230	2	0	4	0	3
230	1	0	0	1	5
231	2	1	2	1	2
231	1	1	3	0	3
231	1	1	2	1	3
231	2	0	5	0	3
232	1	0	1	1	0
232	1	1	4	1	3
232	2	0	5	1	0
232	2	0	1	1	1
233	2	1	1	0	2
233	1	0	1	0	4
233	1	1	2	1	5
233	2	1	0	1	1
234	2	1	2	0	1
234	2	0	5	0	3
234	1	0	0	1	3
234	2	1	3	1	1
235	2	1	3	0	2
235	2	1	3	1	4
235	1	0	4	0	4
235	2	0	2	1	1
236	1	1	1	0	5
236	2	1	2	0	5
236	2	0	1	1	3
236	2	0	4	0	4
237	1	0	4	1	1
237	2	1	3	1	2
237	1	0	3	0	5
237	2	0	1	0	4
238	2	1	4	0	5
238	2	0	5	0	2
238	1	1	1	0	5
238	1	1	1	1	3
239	2	0	5	0	1
239	1	1	0	1	3
239	1	1	0	1	2
239	2	0	2	1	2
240	2	0	4	1	1
240	1	0	4	1	4
240	2	1	2	1	0
240	2	0	4	0	0
241	1	1	1	0	3
241	2	0	4	0	2
241	2	0	5	1	2
241	1	0	1	0	4
242	1	0	4	1	5
242	1	0	3	1	2
242	1	1	3	1	5
242	1	1	2	0	4
243	2	1	3	0	3
243	1	0	3	1	3
243	1	1	4	1	3
243	2	1	1	1	1
244	1	0	4	1	3
244	2	0	1	1	3
244	2	1	3	0	0
244	1	1	2	1	2
245	2	0	2	0	0
245	1	0	1	1	1
245	1	0	4	1	1
245	2	1	2	0	1
246	2	1	2	0	4
246	2	1	3	0	1
246	1	1	4	1	5
246	2	1	5	1	2
247	1	0	5	1	3
247	1	0	1	1	1
247	2	0	1	0	1
247	2	0	1	1	2
248	2	0	1	0	4
248	2	1	2	0	3
248	1	1	3	1	3
248	2	1	5	1	3
249	1	0	1	1	4
249	1	0	1	1	5
249	2	0	1	1	1
249	2	0	3	0	2
250	1	1	2	1	5
250	1	0	1	1	1
250	2	1	3	0	2
250	1	0	4	1	4
251	2	0	2	1	3
251	1	1	2	1	2
251	2	0	4	1	1
251	2	1	4	1	2
252	1	0	1	1	2
252	2	1	3	1	1
252	1	1	2	1	5
252	2	1	5	1	2
253	2	1	3	0	4
253	2	0	2	1	1
253	2	1	5	1	5
253	2	1	4	1	0
254	1	1	3	1	4
254	1	0	2	0	3
254	2	1	4	0	1
254	2	1	1	0	0
255	2	1	2	1	1
255	1	0	0	1	3
255	2	1	3	0	1
255	2	1	3	1	1
256	2	1	1	1	1
256	2	0	4	0	1
256	2	1	2	1	4
256	2	1	2	0	3
257	1	1	2	1	2
257	1	1	2	1	5
257	1	1	1	1	3
257	1	0	3	1	2
258	1	0	3	1	2
258	2	1	5	0	2
258	1	1	3	1	4
258	1	0	3	0	4
259	2	0	4	0	1
259	1	1	0	0	1
259	2	1	3	0	2
259	1	0	1	1	3
260	2	1	4	0	2
260	1	1	1	1	4
260	1	0	1	0	2
260	2	1	5	1	5
261	1	1	1	1	2
261	2	1	2	0	4
261	1	0	1	0	1
261	2	1	4	0	2
262	2	1	3	1	4
262	1	0	1	0	1
262	2	0	3	0	2
262	1	0	2	1	1
263	1	1	1	1	2
263	1	0	1	1	2
263	1	1	2	1	2
263	1	0	0	1	4
264	2	0	4	0	1
264	1	1	5	1	3
264	1	1	2	0	5
264	2	0	3	0	1
265	2	0	3	1	4
265	1	0	4	1	2
265	1	0	1	0	5
265	1	0	4	0	3
266	1	0	3	1	3
266	1	0	2	0	2
266	2	1	1	1	0
266	1	1	0	1	2
267	2	0	0	0	1
267	1	1	2	1	4
267	2	0	3	1	2
267	2	1	0	0	2
268	2	0	2	0	2
268	2	1	0	0	0
268	2	1	2	0	2
268	2	1	1	0	4
269	1	1	1	1	2
269	1	0	1	1	1
269	1	1	0	1	2
269	2	0	2	0	2
270	2	0	0	0	1
270	1	0	2	0	3
270	1	0	4	1	1
270	1	1	2	1	3
271	1	1	4	1	4
271	1	0	1	0	3
271	1	0	2	1	2
271	1	1	2	1	3
272	1	0	5	0	4
272	2	1	1	0	4
272	2	1	2	1	3
272	1	1	2	1	4
273	1	0	0	1	4
273	2	1	5	1	3
273	2	1	4	0	0
273	1	0	3	0	2
274	1	1	3	0	3
274	2	1	3	0	3
274	1	0	4	1	4
274	1	1	4	0	1
275	1	1	1	0	3
275	2	0	2	0	5
275	2	0	1	0	2
275	2	0	4	1	0
276	2	1	2	0	3
276	2	1	2	0	0
276	1	1	5	1	0
276	2	0	1	0	3
277	1	0	3	1	5
277	1	0	3	0	5
277	2	0	3	0	3
277	1	1	0	1	2
278	2	0	1	0	2
278	1	0	1	0	1
278	1	0	2	1	3
278	1	0	4	1	4
279	1	0	1	0	5
279	1	1	0	0	5
279	1	1	3	1	4
279	1	0	3	1	1
280	1	1	0	1	5
280	2	0	3	1	3
280	1	1	2	0	4
280	2	1	2	0	1
281	2	1	4	0	4
281	1	1	3	1	2
281	1	0	0	1	0
281	2	0	2	0	0
282	1	0	2	1	1
282	2	1	4	0	2
282	2	0	2	1	2
282	2	1	5	1	3
283	2	1	2	0	1
283	2	1	2	0	2
283	2	1	3	0	0
283	2	1	0	1	2
284	2	1	4	1	2
284	1	1	3	1	1
284	1	1	1	1	2
284	2	1	2	0	0
285	1	1	1	0	4
285	1	0	4	1	2
285	2	1	4	0	4
285	1	0	1	1	5
286	2	1	3	0	0
286	1	0	3	1	2
286	2	0	3	1	3
286	2	1	0	0	0
287	2	0	5	0	4
287	1	0	4	0	4
287	1	0	5	0	5
287	2	0	3	0	1
288	1	0	1	1	1
288	1	1	1	0	2
288	1	1	4	1	4
288	2	1	2	1	4
289	2	1	1	1	0
289	1	1	4	0	1
289	1	1	2	1	1
289	1	1	3	1	2
290	1	0	1	0	1
290	1	0	4	1	3
290	2	1	3	0	2
290	2	0	5	1	4
291	2	1	5	0	5
291	2	0	4	1	2
291	2	1	2	0	5
