"Respondent","brand2","brand3","brand4","brand5","price2","price3","price4","price5"
97,2.076118573,-2.263265839,-1.123118836,-4.501996347,-1.120557502,-1.994157007,-2.75384774,-3.505097087
103,1.784591532,-2.585993902,-0.8546677837,-4.328077818,-0.9594918529,-1.77646851,-2.702283232,-3.516405402
111,2.809551168,-2.356126073,-1.736172709,-4.823420053,-0.9779878515,-1.951079036,-2.605413745,-3.289908914
116,2.974792801,-2.956452912,-0.7317791172,-4.696131569,-1.136950368,-1.979920635,-2.772339168,-3.468638323
117,2.426588225,-2.225763013,-1.352241387,-4.733633936,-1.264781815,-2.08910856,-2.763327481,-3.512185559
124,2.348628786,-2.763767153,-1.204723631,-4.887582889,-0.9186292307,-1.754622029,-2.436417953,-3.242618545
128,1.923261709,-2.8102323,-0.818811928,-4.633722568,-1.067010444,-1.789580474,-2.608398992,-3.316501743
135,1.683888707,-2.209216641,-0.7095557281,-4.741871421,-0.8456857913,-1.880112932,-2.668347555,-3.445116167
136,2.29579464,-2.470448688,-0.7870702413,-4.714443792,-0.9784437688,-1.98684393,-2.635943073,-3.31841944
137,1.010397074,-1.624436103,-0.5634148567,-4.647170712,-1.00433609,-1.858838544,-2.542637876,-3.265882628
139,2.047791472,-2.646653947,-0.6689374048,-3.91107779,-1.058629055,-1.794420599,-2.714328464,-3.581087654
140,1.46630308,-1.859263882,-1.23644727,-4.548072083,-0.9544901736,-1.941558709,-2.583131362,-3.329883523
142,1.393235355,-2.093555911,-0.1321187308,-4.346660637,-1.085027407,-1.967857152,-2.781735599,-3.565735402
147,1.299106704,-2.050786214,-1.010960907,-4.619232471,-1.127413489,-1.925913353,-2.733892765,-3.443541929
149,2.841565797,-2.412721807,-1.608016643,-3.883390491,-1.23462552,-2.218287863,-2.954660251,-3.58605689
152,1.824948664,-2.615385466,-0.7440443175,-4.580459017,-1.145101967,-1.818105569,-2.606695947,-3.394232265
155,2.288627245,-1.770678557,-1.52809125,-4.719967314,-1.084345341,-2.082297793,-2.685857678,-3.329756557
156,1.887471823,-2.440114686,-1.023107732,-4.923894625,-0.99570352,-1.711453501,-2.461901879,-3.182648875
162,2.744073361,-2.945639448,-1.089495028,-4.352435714,-1.13977434,-2.076366423,-2.824679324,-3.489797071
165,2.220408003,-1.82245066,-1.455725758,-4.521985433,-1.121073589,-1.880370833,-2.617335381,-3.414617481
169,3.030036556,-3.072912567,-0.8884535841,-4.891014094,-0.9258685926,-1.727505055,-2.591434154,-3.391032543
170,1.897888088,-2.656323049,-0.6560963199,-4.155149271,-0.8340992827,-1.881381664,-2.748033949,-3.546022143
171,2.955796544,-3.243430952,-1.042152142,-4.360358663,-1.096019236,-1.917949357,-2.74709891,-3.549996987
172,2.388642094,-2.526460215,-0.6709922872,-4.779953043,-1.023059167,-1.831766968,-2.620378086,-3.437058274
177,1.475356132,-1.530853995,-1.232361176,-4.544751006,-1.230287286,-2.063071567,-2.579345159,-3.331707908
180,2.202186277,-2.078613097,-1.701925233,-4.61289585,-1.152532927,-1.981002537,-2.658854508,-3.439244876
184,1.613076863,-2.415399888,-0.516866235,-4.570479462,-1.031766078,-1.759393156,-2.500472254,-3.22850317
185,2.803908253,-2.846294328,-1.26883619,-4.604555839,-1.287131502,-2.080912294,-2.747509763,-3.438761736
191,0.9847642658,-1.617240421,-1.13153813,-4.634646314,-0.7301778476,-1.446652556,-2.114963432,-3.013714664
192,2.356925111,-2.629920066,-1.041424102,-3.711519462,-1.293165023,-2.157636327,-2.970475517,-3.720533089
193,2.053362282,-1.626026371,-2.028507463,-4.648493129,-1.292659444,-2.107150109,-2.684864199,-3.137386942
194,1.866800902,-1.906854622,-1.334347381,-4.690485243,-1.210270099,-2.202722522,-2.861302015,-3.452641315
198,1.710828308,-1.92777099,-0.5344850554,-4.687614195,-0.8187034374,-1.837458836,-2.593616291,-3.335918563
200,2.35497994,-2.411217027,-1.18225954,-4.832648981,-0.9628264846,-1.936784926,-2.684905151,-3.396485894
201,1.344423341,-1.927246716,-0.6444622898,-4.806773344,-0.8866669946,-1.683229987,-2.426552399,-3.228709067
203,2.386702914,-2.586482727,-0.95729101,-4.449723142,-1.205226311,-1.988490553,-2.710256305,-3.503828894
207,1.564624898,-1.87340651,-1.117998045,-4.433403366,-1.187970269,-2.022776604,-2.641592788,-3.368597409
208,2.451226051,-2.261698852,-1.379699844,-4.534241654,-1.16282222,-2.102981583,-2.796684279,-3.543879884
209,1.557574775,-1.732910244,-1.43001459,-4.637191008,-1.018703737,-1.791327998,-2.37289393,-3.163198088
218,1.997021483,-2.649023761,-1.042426921,-4.263727057,-1.167675698,-1.99206117,-2.742071106,-3.338312588
219,2.342664918,-2.185947094,-1.446805859,-4.809648669,-1.17663543,-1.744067824,-2.419390351,-3.305525732
220,2.497191253,-2.886490426,-0.6916226373,-4.805058549,-0.8380783384,-1.725600197,-2.528600561,-3.329827121
221,3.056902504,-2.514221361,-1.491360131,-4.542888307,-0.95168755,-1.794052058,-2.487180795,-3.296692706
222,1.7335122,-1.722019404,-1.469932842,-4.582331519,-1.281921684,-2.158204421,-2.841571802,-3.461441868
223,2.417402092,-2.751024481,-1.130964188,-3.708375482,-1.116209689,-1.988810105,-2.792998497,-3.668876242
224,2.574492539,-2.26025567,-1.810863739,-4.0547086,-1.237596375,-2.06446535,-2.759359945,-3.42275363
225,2.075921701,-1.855436092,-1.834791822,-4.591451678,-1.249314919,-2.0585995,-2.722869789,-3.485753213
230,2.759056884,-2.865208287,-1.045492401,-4.465599563,-1.134553864,-2.060345801,-2.79314472,-3.516435926
232,2.239271687,-1.776074349,-1.492165763,-4.596052921,-1.214567044,-2.080795984,-2.784491604,-3.493163446
243,2.709667069,-2.663768865,-1.191212183,-4.547053624,-1.109444896,-2.031094359,-2.839404779,-3.587334579
245,2.722552525,-2.583634032,-1.504861287,-4.336993735,-1.258633972,-2.025078686,-2.722886737,-3.382778068
247,1.220028707,-2.109003167,-0.6310418229,-4.837172439,-0.8906971932,-1.68261173,-2.406372046,-3.164350059
248,0.9251303987,-1.735015174,-1.087509664,-4.365123183,-1.151492702,-1.885434897,-2.608970017,-3.338685946
249,2.531417571,-2.735106862,-1.207734119,-4.670616811,-1.06811924,-1.886161091,-2.746556402,-3.50809744
261,2.498497385,-2.77099652,-1.02106048,-4.730906215,-1.027443832,-1.858978104,-2.636594402,-3.404947343
262,2.8918382,-3.10477364,-0.9726287586,-4.465263359,-1.073580347,-1.989997047,-2.817346742,-3.488413079
263,1.814203026,-2.763781657,-0.5708569831,-4.670660345,-0.9922168115,-1.936158691,-2.532734024,-3.258547166
265,2.268830917,-1.963608361,-1.516613196,-4.774636466,-1.129704877,-2.13159008,-2.749700058,-3.40803885
267,2.669173662,-2.08436048,-1.34578112,-4.906236999,-1.052260468,-1.958610693,-2.678658578,-3.406456672
268,2.231941456,-2.466307989,-0.8072038971,-4.731778013,-1.169837354,-2.15533916,-2.73903773,-3.414116996
269,2.491830212,-2.695686646,-1.198108294,-4.708218671,-1.068767123,-1.898940901,-2.742785185,-3.510554441
274,1.713561555,-1.990590977,-0.7653850899,-4.534387799,-1.093304622,-2.092436968,-2.689158619,-3.433734941
280,2.023300718,-1.696330842,-1.499171782,-4.8043784,-1.292878045,-2.22842096,-2.828048016,-3.447714264
281,2.531912043,-2.870015908,-0.9766896409,-4.662871036,-1.034031636,-1.81977304,-2.70953513,-3.46080734
282,1.332933578,-1.438420952,-1.482348984,-3.943615644,-1.217718751,-1.89791794,-2.685694251,-3.595290124
284,0.6670201679,-1.451281672,-0.5957046148,-4.314030299,-0.8059834791,-1.929673558,-2.679567037,-3.408363523
288,2.396516268,-2.294321609,-1.455978172,-3.982654376,-1.100597951,-2.033061847,-2.966433071,-3.642445041
291,2.840766079,-3.150088525,-0.9566092564,-4.469371097,-1.025612704,-1.869001822,-2.759126719,-3.577659279
296,2.184587199,-2.300088069,-1.028747947,-4.858357857,-1.21166125,-2.091712808,-2.87470998,-3.508126546
298,0.5500468145,-1.083828824,-1.129849751,-4.570914201,-0.872304161,-1.780782241,-2.435442886,-3.216782762
302,2.399421879,-2.914673991,-0.471162941,-4.737842138,-0.9458147148,-1.742835521,-2.601893787,-3.471733464
304,2.36412752,-2.499321985,-0.7747444373,-4.711845158,-1.06938956,-2.113811461,-2.810643964,-3.561331444
308,2.265654865,-2.047751716,-1.453861507,-4.024985142,-1.181295195,-1.915308812,-2.752121091,-3.610242153
315,1.851747787,-2.228603796,-1.031542623,-4.72835904,-1.008480002,-1.969174909,-2.718766538,-3.361920429
318,1.912273364,-2.045131525,-1.071516573,-4.560811061,-1.224942269,-2.202495108,-2.880912625,-3.563696272
319,2.713211742,-2.737670498,-0.9791569354,-4.941401748,-1.058102313,-1.99472374,-2.768930295,-3.412256393
320,2.39491496,-2.204706165,-1.606221826,-4.304650083,-0.9901813601,-1.952056745,-2.677693444,-3.413225722
326,2.464709598,-3.030299428,-0.7293684452,-4.320293467,-1.139148533,-1.985163154,-2.858316659,-3.610684509
329,2.063050163,-2.358692355,-1.042970816,-4.166272757,-1.22558228,-1.987357089,-2.789930722,-3.646225705
330,1.60906624,-1.67518361,-1.306382041,-4.794282365,-1.111856703,-2.061694346,-2.576718483,-3.266597855
336,2.26591788,-2.732645125,-0.6006720343,-4.664713088,-0.7652836656,-1.710624201,-2.387154349,-3.276515016
338,2.500167441,-2.84999207,-0.794851904,-4.665735484,-1.12734168,-1.862604148,-2.656017421,-3.418428962
342,2.506579818,-2.683528056,-1.231589907,-4.539986809,-1.049180936,-1.867561581,-2.725084553,-3.514615565
346,3.090505107,-3.135318139,-0.7606477042,-4.344823647,-1.159625172,-1.800077518,-2.523258443,-3.329855564
348,1.513978665,-1.562167171,-1.487942994,-4.666813246,-1.23908219,-2.105328996,-2.768116839,-3.394833057
349,0.2665559471,-0.6732636092,-1.194359015,-3.794415772,-1.259121619,-2.078803493,-2.615048555,-3.396743964
353,1.332105534,-2.019580401,-1.037704281,-3.639588038,-1.230667634,-2.174079398,-3.015841169,-3.748993903
356,1.809751632,-1.972695236,-1.425786941,-3.820274517,-1.374168595,-2.256401014,-2.919787314,-3.644927228
360,1.075531113,-2.163988759,0.04871975378,-4.394776636,-1.176833098,-1.928263786,-2.566612759,-3.402457656
361,2.286957774,-2.218105957,-1.390488297,-4.718775637,-0.9816168972,-1.955939442,-2.641703073,-3.391942192
364,1.607277996,-1.951276275,-1.34723007,-4.378306456,-1.187348757,-2.067683927,-2.781427521,-3.582211712
370,2.524136837,-2.621488238,-1.196781038,-3.696543031,-1.360979429,-2.194300488,-2.781137859,-3.566732607
373,1.809075106,-2.332571283,-0.695024466,-4.567094136,-0.9933604266,-1.699263705,-2.493460206,-3.403339511
379,2.56931858,-2.448183432,-1.519215975,-4.295969092,-1.195001953,-2.155602931,-2.843108675,-3.527325088
380,2.086707477,-1.720826002,-1.690815484,-4.422822872,-1.10706897,-2.20563864,-2.863388539,-3.532882899
382,2.437564063,-2.258424663,-1.594868661,-4.759328684,-1.172234804,-2.068761211,-2.766978329,-3.477957104
384,2.801292637,-2.600046194,-1.151128446,-4.803914556,-1.10507951,-2.031437989,-2.620345691,-3.347635725
386,2.393827103,-2.505903722,-1.299083813,-4.601546615,-1.159973567,-1.901881784,-2.519264325,-3.350343481
390,2.450072965,-2.156571823,-1.725701357,-4.337806031,-1.05847921,-2.138067709,-2.855422096,-3.604426962
396,2.126383134,-1.816916755,-1.659202872,-4.735967913,-1.039791984,-2.025152463,-2.691197136,-3.353422416
397,1.831056176,-2.848364211,-0.5326555714,-4.646984549,-0.8976448053,-1.522182407,-2.329854371,-3.235677977
398,2.203522838,-1.752019395,-1.461462882,-3.971503615,-1.174550099,-2.118999162,-2.776501182,-3.432683457
405,2.656157881,-2.632307208,-1.120348958,-4.651663968,-1.016630536,-1.82245119,-2.676057952,-3.470488218
406,2.475035755,-2.665250761,-1.236912606,-4.757055775,-1.133236486,-2.007555393,-2.781186077,-3.447280792
412,2.482009431,-2.872414312,-0.4307034612,-4.667871036,-1.060450824,-1.924733468,-2.724275226,-3.498738582
415,1.454647516,-2.329722824,-0.2606647527,-4.67396969,-0.9026974504,-1.967499311,-2.731905855,-3.424132474
418,1.109288242,-0.9585981192,-1.289275004,-4.470785129,-1.212404999,-2.301717745,-2.786556012,-3.441466909
421,2.736701249,-2.929404132,-1.044380543,-4.379130564,-1.116860545,-2.079660919,-2.782250108,-3.491580026
433,1.697780796,-2.194841662,-0.7559884476,-4.715514442,-1.017065372,-2.009776004,-2.734715808,-3.532669786
440,1.745044821,-2.276236574,-0.7903082983,-4.704546448,-1.062849889,-1.875816643,-2.456788671,-3.260025792
442,2.162873049,-2.884017358,-0.5942925386,-4.354718306,-1.020443708,-1.898554205,-2.72605443,-3.507965453
443,2.209270768,-2.836991887,-0.4190828967,-4.52083916,-1.01529167,-1.858262336,-2.686639191,-3.554993352
444,2.339906132,-1.886643739,-1.181132729,-4.830955648,-1.189790519,-2.059378038,-2.629860541,-3.327936569
445,1.987712516,-2.265486859,-1.155726484,-4.582395716,-1.047478839,-1.895730811,-2.617820517,-3.306704016
448,2.603034325,-2.5472572,-1.140750349,-4.591182554,-1.086285602,-1.916522614,-2.677650784,-3.389504946
451,1.485392438,-1.380363145,-1.920057094,-4.427153631,-1.421461325,-2.249030035,-2.805564835,-3.428018585
452,1.900827995,-2.592795751,-0.7508963841,-4.566540254,-1.132474577,-1.930555188,-2.711152156,-3.471782764
453,2.502239729,-2.411033911,-1.235984725,-4.929714754,-1.080154213,-2.02327662,-2.77698793,-3.438087269
456,2.394538176,-2.585913267,-0.9527930635,-4.568226197,-1.216215519,-2.032715656,-2.803193299,-3.463311829
460,2.715432079,-2.823407605,-1.180564547,-4.767437481,-1.140144848,-1.937414994,-2.662290203,-3.346631722
463,1.771041047,-2.527441872,-1.00511686,-3.931124217,-1.057398037,-1.757859688,-2.543901172,-3.394661027
464,1.9037466,-1.576564822,-1.274700276,-4.755367695,-1.017378828,-2.034945396,-2.64380201,-3.336967079
465,1.629609249,-1.997833646,-1.133865865,-4.087404283,-0.9285545587,-1.951900682,-2.72153182,-3.522052164
469,1.76184343,-2.320213385,-1.073913966,-4.921002208,-0.8581998596,-1.517455085,-2.338885947,-3.135375492
470,1.023438626,-1.245621864,-1.260454623,-4.526536604,-1.012615951,-1.968895355,-2.54124248,-3.430062871
472,2.279161731,-2.337136512,-0.8432226647,-5.094705357,-0.869920565,-1.872224516,-2.650356582,-3.367434387
475,1.366090599,-1.434677018,-1.40996676,-3.929550294,-1.285285711,-1.91370859,-2.470646845,-3.212425273
478,2.017185403,-2.725463078,-0.6069337741,-4.125811085,-1.128220846,-1.952711779,-2.848918377,-3.612988907
480,1.646932114,-1.660521672,-1.746716176,-3.327884261,-1.297397662,-1.946962655,-2.774546145,-3.66025386
481,1.595327583,-2.367235396,-0.651893175,-4.519945853,-1.131622233,-1.955853718,-2.568889466,-3.343681656
488,1.971003989,-2.645908319,-0.6655308047,-4.140976529,-1.022478579,-1.993208157,-2.830886387,-3.607356376
491,1.132159411,-1.721139118,-0.8231215678,-4.67368789,-0.9858519071,-1.851676104,-2.623924913,-3.431168268
495,3.004599125,-2.734597859,-1.201607854,-4.946568784,-1.079120518,-1.924121112,-2.616904998,-3.257185671
498,1.431108449,-1.020835562,-1.770749354,-4.592318419,-0.9054181281,-1.912331941,-2.519355324,-3.226436851
501,2.607642705,-2.686650144,-0.6749933976,-4.917928263,-1.129634717,-1.919510659,-2.588106146,-3.285186331
504,2.413117603,-2.560172256,-1.234919326,-4.607335432,-1.045351292,-1.913051071,-2.649711013,-3.459770707
507,2.458068096,-2.315463034,-1.404576545,-4.565338481,-1.183041732,-2.103771168,-2.870651264,-3.488350606
509,1.269063852,-1.870587096,-0.6793782813,-4.740471435,-0.9548305536,-2.041167251,-2.662456597,-3.27760594
510,0.7749298058,-1.618081359,-0.7254709848,-4.042414858,-1.214902878,-2.075381654,-2.757456379,-3.431567005
512,2.030561134,-2.118398375,-0.7401154467,-4.46124413,-1.245982688,-2.158633256,-2.831083247,-3.552250702
515,2.189359756,-2.072198486,-1.649877637,-4.699182052,-0.9769341045,-1.892456321,-2.568390414,-3.35163397
516,1.937985324,-2.23717368,-0.8246718643,-4.543363121,-1.122833018,-1.954944325,-2.758435655,-3.474451122
517,2.634008284,-3.181638503,-1.012310049,-4.12406261,-0.8397965809,-1.60321022,-2.584245502,-3.467454171
519,2.31953707,-2.51110502,-0.646996774,-5.000953032,-0.8386448678,-1.601165578,-2.36256799,-3.094183631
520,0.9302451621,-1.733467535,-0.3968012499,-4.387398351,-1.170945975,-2.077445553,-2.813350456,-3.421592121
521,2.261180495,-2.100052243,-1.783593632,-4.752822458,-1.147932088,-2.061073589,-2.69640652,-3.222324493
524,1.570015351,-2.465813367,-0.7395371614,-4.459115268,-1.079589773,-1.915452057,-2.712200014,-3.44928211
526,2.570644837,-2.019814871,-1.822768796,-4.763070018,-1.065768878,-1.936848986,-2.507872831,-3.220579618
533,1.734490718,-2.009097593,-0.7746929985,-4.396828208,-1.265695611,-2.154366182,-2.845858416,-3.571539376
539,-0.003250608314,-0.6417335126,-1.324541453,-4.101685927,-1.308826877,-1.880161554,-2.348087006,-3.192779196
540,1.079590478,-0.9119975121,-1.668161135,-4.726894087,-1.326705481,-2.216519963,-2.727130256,-3.367173678
543,1.746919092,-2.272910417,-0.8674101235,-4.146489314,-0.9186935846,-1.997293241,-2.678272707,-3.420844804
546,2.384809891,-2.277347364,-1.248311118,-4.753850261,-1.055451298,-2.10029489,-2.786839408,-3.490108809
548,0.682946276,-1.833218778,-0.4908344206,-4.115615128,-0.9783209524,-2.052660719,-2.749723656,-3.361295879
551,2.36731528,-2.213971287,-1.669372894,-4.132401442,-1.22791323,-2.144684388,-2.839554651,-3.539685429
553,1.84881969,-1.992985724,-1.398567375,-3.985818109,-1.186945455,-2.235890964,-2.917638695,-3.58402515
555,2.39959185,-2.906705861,-1.071490499,-3.710117174,-1.14630875,-1.972929729,-2.821843964,-3.727000812
556,2.418787804,-2.713587544,-1.010443124,-4.557280024,-1.027833122,-1.973302531,-2.834501478,-3.567529252
559,2.359198687,-2.564393635,-0.9727001824,-4.55792969,-1.121953947,-1.872938215,-2.720445546,-3.308451489
561,1.689179133,-1.714218227,-1.197600466,-4.737427979,-1.079846572,-1.97640527,-2.741775842,-3.38514281
566,2.360050103,-2.754390338,-1.21974808,-4.985637113,-0.9372438141,-1.741897136,-2.419267878,-3.234833763
569,2.260085935,-1.889404917,-1.556118128,-4.838357335,-1.289224106,-2.211796417,-2.779867548,-3.245164523
572,1.565833447,-1.415727344,-1.800288691,-4.699734954,-1.011776193,-1.995962045,-2.642195602,-3.232099581
582,0.992315607,-1.48501717,-0.7572507682,-4.467536385,-1.033193253,-1.944228839,-2.713350639,-3.407013064
584,2.498983549,-2.749035487,-1.010975464,-4.686513817,-0.9832084667,-1.871722532,-2.746365469,-3.409076081
586,1.152400016,-2.129822544,-0.3268552851,-3.618779225,-1.369966016,-2.19400696,-2.774454847,-3.585086827
587,2.027019285,-1.662751615,-1.381542201,-4.546052968,-1.131211239,-1.960020868,-2.605479687,-3.368839469
595,2.728531733,-2.629740991,-1.099007159,-4.674573539,-0.9468159566,-1.904871621,-2.734580135,-3.504440279
600,2.504470554,-2.217133206,-1.654559663,-4.276297417,-1.241695273,-1.990043314,-2.715847885,-3.441303358
601,1.799417919,-2.080811181,-1.406082047,-4.063996655,-1.109931713,-2.027804135,-2.61223619,-3.44209018
605,2.627583466,-2.901320911,-1.129170284,-4.269620934,-0.9578981902,-1.927866647,-2.706261383,-3.468427977
606,2.432208177,-2.806188801,-0.4605181561,-4.654386665,-1.102825798,-2.013205044,-2.693773821,-3.486943443
610,2.686050479,-2.837900599,-0.7856936691,-4.676359027,-0.9951151202,-1.930549111,-2.629165795,-3.454073326
617,2.744506291,-2.802380484,-1.120272199,-4.957160793,-0.8990453344,-1.823869099,-2.633088195,-3.40334588
618,2.773538457,-3.067948682,-0.9831338179,-4.430647418,-0.9270174837,-1.724506394,-2.620394276,-3.468869831
